"source"	"target"	"type"	"subtype"
"33895"	"51626"	"1"	"4"
"51627"	"51597"	"1"	"4"
"51628"	"41953"	"5"	""
"51634"	"51635"	"5"	""
"28479"	"51752"	"1"	""
"51676"	"51677"	"1"	"4"
"51648"	"51457"	"5"	""
"32209"	"51649"	"5"	""
"51652"	"51653"	"2"	""
"26976"	"51659"	"5"	""
"51679"	"51680"	"4"	""
"35119"	"51687"	"5"	""
"51691"	"51692"	"5"	""
"51687"	"51694"	"2"	""
"51688"	"51693"	"1"	"4"
"49231"	"51702"	"5"	""
"29385"	"51703"	"5"	""
"34924"	"51704"	"2"	""
"51707"	"51708"	"5"	""
"51715"	"51716"	"2"	""
"32380"	"51715"	"8"	""
"51723"	"51724"	"1"	""
"28136"	"50893"	"5"	""
"51734"	"51738"	"5"	""
"51731"	"51732"	"1"	"4"
"51736"	"51739"	"1"	"4"
"51741"	"51743"	"1"	"4"
"48296"	"51759"	"1"	"4"
"51759"	"51760"	"4"	""
"29430"	"51766"	"1"	"4"
"51769"	"51768"	"1"	"4"
"51769"	"51768"	"1"	"9"
"51767"	"51771"	"5"	""
"51770"	"51772"	"1"	"4"
"51784"	"51785"	"2"	""
"51787"	"51788"	"1"	"4"
"29226"	"51791"	"5"	""
"51793"	"51794"	"5"	""
"29162"	"51801"	"5"	""
"47885"	"51821"	"1"	"4"
"51819"	"51820"	"1"	"4"
"51825"	"46300"	"4"	""
"51824"	"51827"	"5"	""
"51826"	"51828"	"1"	"4"
"51825"	"51829"	"5"	""
"51830"	"51836"	"4"	""
"51837"	"51838"	"2"	""
"51838"	"51835"	"5"	""
"40884"	"51840"	"1"	"4"
"51846"	"51847"	"2"	""
"42511"	"42547"	"5"	""
"42511"	"42546"	"1"	""
"26304"	"51851"	"2"	""
"30270"	"51856"	"2"	""
"51852"	"51853"	"2"	""
"51858"	"51859"	"8"	""
"28125"	"51862"	"1"	"4"
"51866"	"51867"	"1"	""
"51611"	"51868"	"8"	"4"
"51876"	"51877"	"1"	"4"
"51882"	"51883"	"5"	""
"28530"	"51887"	"1"	"4"
"27225"	"51888"	"2"	""
"37268"	"51896"	"1"	"4"
"51891"	"51892"	"5"	""
"51891"	"51897"	"1"	"4"
"29507"	"51900"	"1"	"4"
"51902"	"51901"	"5"	""
"26455"	"51904"	"2"	""
"51908"	"51910"	"1"	"4"
"26429"	"51911"	"1"	"4"
"51912"	"51913"	"5"	""
"51915"	"51916"	"5"	""
"38510"	"38645"	"1"	"4"
"51920"	"51921"	"8"	""
"51921"	"51922"	"4"	""
"28530"	"51924"	"1"	"4"
"26469"	"51925"	"1"	"4"
"29007"	"49341"	"1"	"4"
"29007"	"51926"	"1"	"4"
"47308"	"47310"	"1"	"4"
"41345"	"51930"	"5"	""
"51931"	"51933"	"1"	"4"
"32428"	"51936"	"1"	"4"
"29261"	"51949"	"2"	""
"26561"	"51960"	"1"	"4"
"26561"	"51960"	"1"	"7"
"51964"	"51965"	"1"	"4"
"51966"	"51967"	"5"	""
"28127"	"36381"	"1"	"4"
"28127"	"42021"	"1"	"4"
"28127"	"51973"	"1"	"4"
"51975"	"51974"	"1"	"4"
"49642"	"51983"	"1"	"4"
"52283"	"51941"	"4"	""
"51988"	"51989"	"1"	""
"47032"	"51995"	"5"	""
"51999"	"52000"	"5"	""
"52003"	"52004"	"4"	""
"26432"	"52005"	"1"	"4"
"52005"	"42313"	"2"	""
"52008"	"51876"	"1"	"4"
"37716"	"52017"	"5"	""
"37716"	"52018"	"2"	""
"52019"	"52020"	"2"	""
"52022"	"52024"	"2"	""
"28664"	"52026"	"1"	""
"52029"	"52025"	"2"	""
"28582"	"52027"	"1"	""
"52025"	"52028"	"2"	""
"35218"	"52029"	"1"	""
"52030"	"28569"	"5"	""
"31814"	"52031"	"5"	""
"52030"	"52032"	"4"	""
"28569"	"52033"	"4"	""
"52045"	"52046"	"1"	"4"
"26868"	"52047"	"4"	""
"52049"	"51996"	"5"	""
"52051"	"52053"	"1"	"4"
"52055"	"52056"	"4"	""
"28475"	"52060"	"5"	""
"52060"	"52063"	"1"	"4"
"52062"	"52064"	"1"	"4"
"28533"	"52074"	"5"	""
"52074"	"52073"	"2"	""
"52076"	"52077"	"1"	"4"
"52075"	"52078"	"5"	""
"37992"	"52083"	"1"	"4"
"52093"	"52094"	"1"	"4"
"28249"	"52101"	"2"	""
"52103"	"52104"	"1"	""
"52101"	"52105"	"5"	""
"52107"	"52106"	"1"	"4"
"52076"	"52108"	"1"	"4"
"52112"	"52113"	"1"	""
"52116"	"52117"	"4"	""
"52129"	"52130"	"4"	""
"52126"	"52132"	"8"	""
"52136"	"52137"	"5"	""
"52144"	"36175"	"2"	""
"52149"	"52152"	"1"	""
"26182"	"52145"	"5"	""
"52147"	"52149"	"5"	""
"52156"	"52157"	"1"	""
"52159"	"52162"	"1"	"4"
"37772"	"52163"	"1"	"4"
"27966"	"52165"	"1"	""
"52173"	"52174"	"4"	""
"33419"	"52179"	"1"	""
"52179"	"52180"	"2"	""
"52192"	"52193"	"1"	"4"
"52194"	"52195"	"1"	"4"
"49519"	"52203"	"1"	"4"
"52204"	"49326"	"1"	"4"
"52205"	"52206"	"2"	""
"33671"	"52211"	"1"	"4"
"52208"	"52217"	"1"	"4"
"27195"	"52212"	"5"	""
"52212"	"52213"	"1"	""
"27195"	"52214"	"2"	""
"52214"	"52215"	"5"	""
"52215"	"52182"	"5"	""
"52221"	"52222"	"1"	"4"
"52223"	"52224"	"8"	"4"
"31969"	"37388"	"1"	"4"
"37388"	"52226"	"2"	""
"52225"	"52227"	"1"	"4"
"52231"	"52232"	"1"	""
"28596"	"52235"	"5"	""
"52233"	"52236"	"1"	"4"
"32383"	"52240"	"2"	""
"29213"	"52241"	"1"	"4"
"52237"	"52238"	"1"	""
"52243"	"52245"	"5"	""
"28670"	"52246"	"2"	""
"31200"	"43269"	"4"	""
"52263"	"52266"	"5"	""
"35924"	"52270"	"1"	"4"
"51802"	"52273"	"8"	""
"52273"	"52274"	"8"	""
"50880"	"52275"	"1"	"4"
"52275"	"52276"	"1"	"4"
"52277"	"52278"	"5"	""
"52280"	"52281"	"4"	""
"28982"	"52280"	"1"	"4"
"51940"	"52283"	"1"	""
"52282"	"34460"	"8"	""
"52287"	"52288"	"2"	""
"31968"	"52292"	"2"	""
"53148"	"53149"	"2"	""
"27618"	"42006"	"5"	""
"35417"	"52299"	"1"	"4"
"52302"	"52303"	"8"	""
"26540"	"52305"	"1"	"2"
"28088"	"33987"	"5"	""
"28088"	"33988"	"2"	""
"33988"	"33989"	"2"	""
"28088"	"52307"	"1"	""
"28087"	"52308"	"2"	"8"
"33988"	"52309"	"2"	"8"
"37101"	"28245"	"1"	"4"
"26798"	"52321"	"1"	"4"
"35379"	"52324"	"2"	""
"52323"	"52325"	"5"	""
"34023"	"34027"	"1"	"4"
"34023"	"48528"	"1"	"4"
"48528"	"34028"	"5"	""
"52327"	"52328"	"2"	""
"41566"	"47920"	"1"	"4"
"52334"	"52336"	"2"	""
"52341"	"41765"	"1"	"4"
"52301"	"52342"	"1"	""
"52342"	"52343"	"4"	""
"52344"	"27404"	"1"	"4"
"31973"	"52306"	"2"	""
"35594"	"52345"	"5"	""
"52349"	"52348"	"1"	""
"52348"	"52349"	"5"	""
"26196"	"52353"	"1"	"4"
"52350"	"52352"	"2"	""
"52350"	"52355"	"1"	"4"
"52362"	"52361"	"5"	""
"44474"	"52363"	"1"	""
"37008"	"52364"	"5"	""
"28999"	"52368"	"5"	""
"28999"	"45255"	"2"	""
"45255"	"45256"	"5"	""
"27195"	"52371"	"5"	""
"52190"	"52375"	"8"	""
"30325"	"52376"	"4"	""
"37772"	"52378"	"1"	"4"
"51672"	"52374"	"2"	""
"51965"	"52379"	"5"	""
"52370"	"52381"	"2"	""
"47590"	"52382"	"1"	"4"
"31530"	"52383"	"2"	""
"31965"	"52386"	"5"	""
"52387"	"52388"	"1"	"4"
"32175"	"52389"	"5"	""
"32175"	"52391"	"5"	""
"32175"	"52393"	"5"	""
"52385"	"52394"	"2"	""
"52396"	"52397"	"2"	""
"52395"	"52398"	"2"	""
"34531"	"52399"	"5"	""
"52395"	"52385"	"1"	""
"52400"	"51753"	"2"	""
"52403"	"52392"	"8"	""
"53367"	"52405"	"2"	""
"52406"	"52407"	"8"	""
"52406"	"52408"	"8"	""
"42101"	"52409"	"8"	""
"27207"	"52410"	"1"	"4"
"26413"	"52415"	"5"	""
"31809"	"52417"	"2"	""
"29029"	"53155"	"2"	""
"53158"	"53159"	"2"	""
"52422"	"52425"	"8"	""
"52423"	"52426"	"2"	""
"52427"	"52428"	"2"	""
"52429"	"52430"	"2"	""
"45968"	"52294"	"1"	"4"
"36670"	"52433"	"2"	""
"52434"	"52435"	"8"	""
"52434"	"52436"	"8"	""
"52439"	"52437"	"2"	""
"52439"	"52441"	"2"	""
"52442"	"52443"	"8"	""
"52442"	"52444"	"8"	""
"52442"	"52434"	"8"	""
"52210"	"52445"	"5"	""
"52210"	"33103"	"1"	""
"52448"	"52449"	"5"	""
"28564"	"40224"	"1"	"4"
"28564"	"49321"	"1"	"4"
"52459"	"52464"	"1"	"4"
"52458"	"52457"	"1"	"4"
"48385"	"52460"	"2"	""
"48777"	"52463"	"2"	""
"52459"	"48385"	"1"	"4"
"52464"	"52465"	"1"	"4"
"52458"	"52466"	"2"	""
"50816"	"52468"	"1"	""
"27062"	"52469"	"2"	""
"27548"	"29981"	"2"	""
"32224"	"52470"	"2"	""
"27424"	"52471"	"7"	""
"27424"	"52472"	"1"	"4"
"27424"	"52473"	"1"	"4"
"52473"	"52475"	"5"	""
"35298"	"52476"	"8"	""
"35298"	"52477"	"8"	""
"52476"	"52478"	"8"	""
"27424"	"52479"	"1"	"4"
"52479"	"52474"	"7"	""
"27424"	"52480"	"5"	""
"52480"	"52471"	"7"	""
"52483"	"52484"	"1"	""
"36439"	"52491"	"2"	""
"28004"	"52492"	"8"	""
"46940"	"52494"	"2"	""
"26869"	"52495"	"1"	""
"46941"	"52493"	"5"	""
"46940"	"52496"	"1"	""
"46940"	"52497"	"2"	""
"26869"	"52498"	"1"	"4"
"42985"	"44859"	"5"	""
"50420"	"52500"	"8"	""
"50420"	"52501"	"8"	""
"50420"	"52502"	"8"	""
"48577"	"52504"	"2"	""
"48700"	"52505"	"8"	""
"48700"	"52506"	"8"	""
"35773"	"52507"	"2"	""
"27740"	"52508"	"2"	""
"52509"	"52510"	"2"	""
"52512"	"52513"	"8"	""
"52512"	"52514"	"8"	""
"52516"	"52519"	"1"	"4"
"26833"	"52520"	"1"	"4"
"52522"	"52521"	"1"	"4"
"28671"	"52522"	"1"	"4"
"52523"	"52524"	"8"	""
"52523"	"52525"	"8"	""
"52526"	"52528"	"2"	""
"52529"	"27449"	"5"	""
"52536"	"52537"	"2"	""
"52536"	"52538"	"8"	""
"52536"	"52539"	"8"	""
"52540"	"52541"	"2"	""
"52699"	"52546"	"1"	"4"
"52544"	"52545"	"5"	""
"52544"	"26969"	"1"	""
"26969"	"52547"	"1"	""
"52551"	"52552"	"5"	""
"52554"	"52555"	"1"	"4"
"52556"	"52557"	"8"	""
"37555"	"52558"	"5"	""
"52559"	"52560"	"8"	""
"52564"	"52565"	"8"	""
"52568"	"32083"	"2"	""
"27027"	"52569"	"2"	"8"
"27021"	"37793"	"5"	""
"27021"	"37794"	"1"	"4"
"52570"	"44390"	"1"	"4"
"34296"	"52571"	"1"	""
"27027"	"52570"	"1"	""
"27027"	"52572"	"1"	"4"
"47640"	"52573"	"1"	""
"52574"	"44446"	"1"	"4"
"52568"	"52576"	"1"	""
"51603"	"52578"	"2"	""
"52568"	"52577"	"1"	""
"52577"	"52579"	"2"	""
"52581"	"52583"	"2"	""
"52580"	"52584"	"8"	""
"52580"	"52585"	"8"	""
"51591"	"52586"	"8"	""
"51591"	"52587"	"8"	""
"51865"	"52588"	"5"	""
"31586"	"52589"	"1"	"4"
"52590"	"52591"	"1"	"4"
"49825"	"52603"	"4"	""
"28127"	"52605"	"1"	"4"
"44591"	"52607"	"2"	""
"52613"	"52614"	"1"	"4"
"26841"	"52615"	"2"	""
"26703"	"52616"	"1"	"4"
"52616"	"52617"	"5"	""
"52618"	"52619"	"1"	"4"
"52625"	"52626"	"8"	""
"52630"	"52631"	"8"	""
"46133"	"52636"	"5"	""
"32204"	"52637"	"1"	"4"
"28671"	"52638"	"1"	"4"
"52636"	"52640"	"5"	""
"28671"	"52641"	"1"	""
"52641"	"52642"	"2"	"8"
"38028"	"52643"	"1"	"4"
"34576"	"52644"	"1"	"4"
"28671"	"52646"	"5"	""
"28671"	"52647"	"1"	"4"
"28671"	"52648"	"1"	"4"
"28671"	"52649"	"1"	"4"
"52648"	"52651"	"5"	""
"52649"	"52652"	"5"	"4"
"52646"	"52653"	"5"	""
"52655"	"52656"	"1"	"4"
"34900"	"52660"	"2"	""
"27062"	"52661"	"1"	""
"49917"	"52662"	"1"	"4"
"27062"	"52663"	"1"	"4"
"30748"	"52664"	"1"	""
"26838"	"52668"	"5"	""
"37212"	"52669"	"1"	"4"
"52671"	"50463"	"2"	""
"36715"	"52675"	"1"	"4"
"52690"	"52679"	"9"	""
"26203"	"52681"	"1"	"4"
"52681"	"52683"	"2"	"8"
"26203"	"52682"	"1"	"4"
"52682"	"52684"	"1"	"13"
"42015"	"42016"	"5"	""
"52687"	"31415"	"8"	""
"26203"	"52690"	"5"	""
"26186"	"52691"	"1"	"4"
"26186"	"52692"	"1"	"4"
"41652"	"45037"	"1"	"4"
"47683"	"47685"	"2"	"8"
"29734"	"52694"	"1"	""
"27137"	"52695"	"2"	""
"52687"	"52698"	"1"	"4"
"52687"	"52700"	"1"	"4"
"52687"	"52701"	"1"	"4"
"26178"	"52699"	"1"	"4"
"27997"	"52702"	"1"	"4"
"52702"	"52703"	"2"	"8"
"27473"	"52704"	"2"	"8"
"30375"	"52705"	"1"	"4"
"51243"	"52710"	"1"	"4"
"29011"	"52716"	"5"	""
"51646"	"51647"	"2"	""
"51647"	"52717"	"5"	""
"52722"	"52723"	"1"	"4"
"52723"	"52725"	"2"	""
"52728"	"52726"	"7"	""
"52728"	"52729"	"1"	"4"
"52728"	"52730"	"5"	""
"52730"	"52732"	"2"	""
"52730"	"52724"	"1"	""
"52724"	"52734"	"5"	""
"32480"	"52735"	"1"	"4"
"52726"	"52736"	"1"	"4"
"52736"	"52738"	"2"	""
"27038"	"52739"	"1"	"4"
"52740"	"52741"	"1"	"4"
"52740"	"52742"	"2"	""
"52740"	"52743"	"7"	""
"47526"	"52747"	"1"	"4"
"37062"	"46114"	"2"	""
"50779"	"52756"	"5"	""
"27559"	"52757"	"1"	""
"41195"	"52758"	"1"	""
"52759"	"52760"	"5"	""
"52763"	"52762"	"5"	""
"52768"	"52767"	"9"	""
"52770"	"52769"	"9"	""
"35085"	"52772"	"1"	"4"
"35085"	"52773"	"1"	"4"
"27924"	"52774"	"1"	"4"
"35085"	"52775"	"1"	""
"52778"	"52779"	"1"	"4"
"49781"	"52782"	"1"	"4"
"52784"	"42850"	"1"	""
"52784"	"45515"	"1"	""
"29244"	"52788"	"1"	"4"
"49761"	"52790"	"1"	"4"
"27072"	"52798"	"7"	""
"27072"	"32633"	"8"	""
"29883"	"52801"	"5"	""
"52803"	"52805"	"3"	""
"29047"	"52810"	"2"	""
"52815"	"52812"	"2"	""
"50679"	"52813"	"1"	"4"
"28654"	"52814"	"2"	""
"50679"	"52815"	"5"	""
"27318"	"52818"	"1"	""
"52818"	"52820"	"5"	""
"52821"	"39137"	"5"	""
"50595"	"52822"	"1"	"4"
"52820"	"52823"	"1"	""
"52825"	"31823"	"1"	"4"
"46434"	"38245"	"1"	""
"46434"	"52829"	"1"	""
"52828"	"52831"	"2"	""
"52832"	"52833"	"2"	""
"52832"	"52834"	"8"	""
"49315"	"52838"	"5"	""
"46701"	"52842"	"9"	""
"52844"	"52845"	"2"	""
"52849"	"52850"	"1"	""
"26303"	"52851"	"1"	"4"
"26923"	"52853"	"2"	""
"52860"	"51587"	"1"	"4"
"50142"	"52864"	"1"	"4"
"28514"	"52865"	"5"	""
"32065"	"52868"	"2"	""
"27835"	"52869"	"1"	""
"29814"	"52870"	"1"	"4"
"47524"	"52874"	"2"	""
"51587"	"52875"	"2"	""
"52009"	"28811"	"2"	""
"52009"	"52877"	"2"	""
"52878"	"52879"	"5"	""
"52878"	"41580"	"1"	"4"
"52881"	"52880"	"5"	""
"52881"	"52882"	"1"	"4"
"38218"	"52885"	"1"	"4"
"50143"	"52886"	"1"	"4"
"46260"	"52888"	"1"	""
"29097"	"52889"	"1"	"2"
"47532"	"52890"	"5"	""
"27547"	"52892"	"1"	"4"
"28535"	"52895"	"1"	"4"
"28993"	"33916"	"2"	""
"28993"	"35764"	"1"	"4"
"50142"	"52896"	"1"	"4"
"26268"	"40333"	"5"	""
"40333"	"40343"	"5"	""
"26268"	"40335"	"1"	"13"
"26268"	"40352"	"1"	"4"
"26268"	"40848"	"1"	"4"
"40848"	"40570"	"5"	""
"26268"	"40808"	"1"	""
"26268"	"40572"	"1"	"4"
"26268"	"40401"	"1"	"4"
"40401"	"40368"	"1"	"4"
"26268"	"40398"	"1"	"4"
"40398"	"40573"	"5"	""
"40572"	"40781"	"1"	"4"
"40781"	"38793"	"5"	""
"40781"	"40816"	"5"	""
"40781"	"40810"	"5"	""
"52899"	"29332"	"2"	""
"26918"	"52901"	"5"	""
"52903"	"36668"	"2"	""
"52959"	"52904"	"5"	""
"29396"	"52905"	"1"	"4"
"52913"	"52914"	"7"	""
"29853"	"52910"	"4"	""
"52927"	"52915"	"1"	"4"
"52919"	"52918"	"2"	""
"28207"	"52925"	"5"	""
"42905"	"52924"	"1"	"4"
"42905"	"52927"	"1"	"4"
"29607"	"52935"	"2"	""
"52924"	"52939"	"7"	""
"52984"	"52985"	"2"	"8"
"52946"	"52945"	"1"	""
"52959"	"52953"	"5"	""
"28883"	"52954"	"5"	""
"28883"	"52955"	"1"	"4"
"52956"	"34931"	"2"	"4"
"28879"	"52957"	"8"	""
"52957"	"52958"	"1"	"4"
"28135"	"52959"	"1"	"4"
"37112"	"52961"	"5"	""
"52965"	"52964"	"8"	""
"52965"	"52966"	"5"	""
"52975"	"52976"	"5"	""
"52924"	"52937"	"1"	"4"
"52981"	"52982"	"1"	""
"52977"	"52975"	"5"	""
"29607"	"52936"	"1"	"4"
"29607"	"52986"	"1"	"4"
"52987"	"29543"	"5"	""
"49421"	"27659"	"5"	""
"43339"	"52984"	"1"	""
"52990"	"26374"	"2"	""
"26485"	"52993"	"2"	""
"49734"	"52998"	"1"	"4"
"49734"	"52999"	"2"	""
"31805"	"49209"	"1"	"4"
"49209"	"49208"	"5"	""
"49209"	"49207"	"5"	""
"53003"	"53004"	"8"	""
"53007"	"53008"	"8"	""
"53005"	"53006"	"8"	""
"42711"	"45961"	"1"	"1"
"53016"	"53017"	"1"	"4"
"53022"	"29680"	"2"	""
"53030"	"53031"	"1"	"4"
"53042"	"53041"	"1"	""
"53043"	"53044"	"1"	"4"
"27891"	"53045"	"1"	"4"
"28526"	"53046"	"1"	"4"
"43569"	"53048"	"5"	""
"35371"	"53049"	"1"	"2"
"33034"	"53051"	"5"	""
"33677"	"53053"	"1"	"4"
"36172"	"53054"	"1"	"4"
"53056"	"53057"	"1"	"4"
"53057"	"40353"	"5"	""
"33033"	"53058"	"2"	""
"53059"	"51113"	"8"	""
"33033"	"53061"	"2"	""
"53062"	"53063"	"1"	"4"
"53062"	"53065"	"1"	"4"
"53066"	"47688"	"1"	"4"
"53066"	"45619"	"1"	"4"
"45619"	"45617"	"2"	""
"53067"	"36736"	"1"	"4"
"34870"	"33482"	"1"	"4"
"39976"	"53069"	"1"	"4"
"39976"	"46706"	"8"	""
"53072"	"53070"	"5"	""
"53071"	"45618"	"1"	"4"
"45618"	"53072"	"2"	""
"53071"	"53073"	"5"	""
"53073"	"53074"	"2"	""
"29271"	"53075"	"1"	"4"
"37309"	"53077"	"2"	""
"37309"	"53079"	"1"	"4"
"53079"	"53081"	"2"	""
"27491"	"42833"	"1"	"4"
"42833"	"53082"	"5"	""
"26711"	"53083"	"1"	""
"45816"	"53084"	"2"	""
"45815"	"53085"	"2"	""
"53095"	"53105"	"1"	""
"53112"	"53113"	"2"	""
"53254"	"53114"	"2"	"4"
"53121"	"53122"	"2"	""
"53122"	"53123"	"5"	""
"53162"	"53161"	"2"	""
"53127"	"27929"	"5"	""
"41197"	"53128"	"1"	"4"
"35784"	"53129"	"1"	"4"
"53129"	"53130"	"3"	""
"53128"	"53131"	"3"	""
"53130"	"53132"	"2"	"8"
"26292"	"53134"	"2"	""
"26248"	"53135"	"5"	""
"53136"	"53137"	"1"	""
"35872"	"53139"	"1"	""
"27724"	"53143"	"2"	""
"27724"	"53144"	"1"	"4"
"51296"	"53145"	"1"	""
"45329"	"44825"	"5"	""
"31849"	"53146"	"1"	""
"41140"	"42056"	"2"	""
"42056"	"31846"	"1"	""
"41140"	"26778"	"1"	""
"41140"	"31847"	"1"	""
"53167"	"53168"	"2"	""
"34986"	"34987"	"2"	""
"53172"	"53173"	"2"	""
"33888"	"33962"	"2"	""
"27773"	"33963"	"1"	""
"53190"	"47687"	"2"	""
"53177"	"39553"	"2"	""
"53178"	"39977"	"2"	""
"53178"	"40739"	"1"	"4"
"53189"	"53179"	"2"	""
"53179"	"37159"	"2"	""
"53191"	"39555"	"5"	"4"
"53177"	"28987"	"1"	""
"28987"	"53182"	"2"	""
"53183"	"53184"	"1"	""
"53191"	"39554"	"1"	""
"53182"	"53186"	"5"	""
"53178"	"53187"	"1"	""
"37159"	"53188"	"2"	""
"53178"	"53189"	"1"	""
"53177"	"53190"	"1"	"4"
"53177"	"53191"	"1"	""
"53196"	"53194"	"5"	""
"48706"	"53196"	"1"	""
"28793"	"53198"	"1"	""
"48706"	"53199"	"2"	""
"48706"	"53197"	"1"	"4"
"53200"	"27999"	"1"	""
"48706"	"53201"	"1"	""
"53201"	"53202"	"7"	""
"53201"	"53203"	"1"	""
"37046"	"53209"	"1"	"4"
"53210"	"53211"	"2"	""
"53211"	"53213"	"1"	"4"
"53213"	"53212"	"2"	""
"26509"	"53214"	"2"	""
"30328"	"53215"	"2"	""
"29821"	"53216"	"2"	""
"53220"	"53221"	"1"	""
"53222"	"53223"	"1"	"4"
"53224"	"53222"	"2"	""
"53222"	"53225"	"1"	""
"53492"	"53226"	"1"	"4"
"28302"	"47865"	"1"	"4"
"31653"	"53227"	"2"	""
"41222"	"41223"	"2"	""
"50415"	"40593"	"1"	"4"
"40593"	"40594"	"2"	""
"50415"	"40595"	"1"	"4"
"36064"	"53233"	"1"	"4"
"53234"	"53235"	"1"	"4"
"29897"	"53236"	"2"	""
"53228"	"53237"	"1"	"4"
"53238"	"53239"	"1"	"4"
"53240"	"53241"	"1"	"4"
"26162"	"53244"	"1"	"4"
"53241"	"51215"	"5"	""
"30324"	"47794"	"3"	""
"38563"	"53248"	"3"	""
"33388"	"33389"	"5"	""
"33389"	"33392"	"1"	""
"34909"	"41341"	"1"	""
"48806"	"53249"	"1"	""
"53250"	"53251"	"2"	""
"30595"	"30597"	"2"	""
"26292"	"53252"	"5"	""
"28958"	"53255"	"1"	""
"27044"	"41511"	"5"	""
"27044"	"35086"	"5"	""
"35086"	"35092"	"2"	""
"35086"	"41512"	"1"	""
"41512"	"35087"	"5"	""
"41512"	"41506"	"1"	"4"
"53257"	"53258"	"1"	""
"27757"	"53259"	"1"	""
"53259"	"53260"	"2"	""
"39308"	"53264"	"1"	"4"
"49568"	"53265"	"1"	"4"
"27230"	"53266"	"1"	""
"34390"	"53269"	"2"	""
"51345"	"53270"	"1"	"4"
"53273"	"40321"	"2"	""
"28687"	"53274"	"2"	""
"44864"	"44863"	"5"	""
"29290"	"53275"	"2"	""
"37726"	"53276"	"2"	""
"40654"	"53277"	"1"	""
"50967"	"53278"	"1"	"4"
"53278"	"53279"	"2"	""
"40626"	"40627"	"2"	""
"33318"	"53280"	"2"	""
"27651"	"53281"	"1"	"4"
"32743"	"26899"	"1"	""
"32743"	"53286"	"1"	""
"34774"	"53288"	"1"	"4"
"32743"	"53289"	"1"	"4"
"50399"	"53290"	"5"	""
"45789"	"53291"	"1"	"4"
"53292"	"53293"	"2"	""
"53293"	"52373"	"2"	""
"53295"	"53296"	"2"	""
"53297"	"53298"	"2"	""
"53296"	"53300"	"2"	""
"53134"	"53301"	"1"	"4"
"41109"	"41110"	"1"	""
"53303"	"53304"	"1"	"4"
"47395"	"53305"	"1"	"4"
"39998"	"39997"	"1"	""
"42455"	"42456"	"5"	""
"41622"	"41621"	"9"	""
"35898"	"53307"	"2"	""
"53312"	"53313"	"2"	""
"49101"	"53315"	"1"	""
"34314"	"27222"	"2"	""
"27222"	"34313"	"2"	""
"34314"	"34316"	"1"	""
"49029"	"31871"	"1"	""
"53321"	"45677"	"1"	"4"
"34813"	"34815"	"1"	"4"
"34813"	"34814"	"1"	"4"
"39667"	"39668"	"2"	""
"26565"	"47781"	"2"	""
"49672"	"53324"	"8"	""
"44763"	"44764"	"1"	"4"
"31702"	"34820"	"1"	"4"
"43794"	"42600"	"1"	"4"
"42600"	"43804"	"5"	""
"43794"	"26493"	"1"	"4"
"26493"	"43801"	"5"	"4"
"43879"	"44847"	"2"	""
"37031"	"53329"	"1"	"4"
"43800"	"43880"	"1"	""
"43880"	"43881"	"2"	""
"43800"	"43879"	"1"	""
"28077"	"53330"	"2"	""
"29855"	"53331"	"1"	"4"
"29572"	"50233"	"2"	""
"32133"	"53332"	"1"	""
"38186"	"38188"	"8"	""
"38186"	"38190"	"2"	"4"
"29271"	"53333"	"2"	""
"53334"	"53335"	"2"	""
"53334"	"53336"	"1"	"4"
"30581"	"30582"	"2"	""
"30569"	"30570"	"2"	"8"
"27201"	"34244"	"1"	""
"27201"	"53342"	"1"	""
"46361"	"32834"	"2"	""
"34149"	"34136"	"1"	""
"34136"	"37271"	"1"	""
"34149"	"37272"	"1"	""
"27065"	"46348"	"1"	"4"
"31803"	"53347"	"5"	""
"32909"	"45188"	"2"	""
"31418"	"53351"	"2"	""
"53351"	"53352"	"2"	""
"30786"	"30797"	"2"	""
"30786"	"30798"	"2"	""
"31610"	"53353"	"2"	""
"28886"	"53356"	"1"	"4"
"53358"	"53357"	"2"	"4"
"28214"	"53362"	"1"	"4"
"28214"	"53363"	"1"	"4"
"27170"	"53361"	"1"	"4"
"27170"	"53358"	"1"	"4"
"27170"	"53359"	"1"	"4"
"27170"	"53360"	"1"	"4"
"26950"	"53364"	"1"	"4"
"53365"	"53366"	"1"	"4"
"28599"	"53367"	"1"	"4"
"28517"	"53368"	"1"	"4"
"33153"	"53369"	"1"	""
"27546"	"49126"	"1"	""
"53370"	"26169"	"5"	""
"41066"	"41067"	"1"	"1"
"36052"	"47599"	"5"	""
"36052"	"47584"	"1"	""
"36052"	"47521"	"1"	""
"40364"	"44759"	"1"	"4"
"53371"	"49487"	"1"	"4"
"39949"	"39948"	"2"	""
"30883"	"30884"	"2"	""
"53376"	"53377"	"2"	""
"35544"	"35545"	"8"	""
"43839"	"28080"	"1"	"2"
"35475"	"53380"	"2"	""
"53383"	"42718"	"1"	""
"41319"	"38412"	"1"	""
"37287"	"53384"	"1"	""
"52007"	"53385"	"1"	""
"26799"	"53387"	"1"	""
"53392"	"47102"	"2"	""
"32832"	"44407"	"5"	""
"32832"	"33047"	"2"	""
"30485"	"30486"	"1"	""
"54565"	"53396"	"5"	""
"34249"	"34251"	"1"	""
"34248"	"34247"	"1"	""
"34242"	"34252"	"1"	""
"46199"	"53400"	"1"	"4"
"28489"	"53401"	"1"	"4"
"42511"	"53402"	"1"	""
"42546"	"42545"	"5"	""
"26832"	"53404"	"1"	""
