"source"	"target"	"type"	"subtype"
"28138"	"41966"	"2"	""
"28231"	"38484"	"5"	""
"26482"	"38887"	"5"	""
"34647"	"42788"	"2"	""
"33254"	"42268"	"2"	""
"38400"	"38401"	"1"	""
"29431"	"38767"	"1"	""
"26357"	"48235"	"1"	""
"38979"	"29240"	"2"	""
"38979"	"48264"	"5"	""
"38979"	"48265"	"1"	"4"
"38765"	"38766"	"2"	""
"40159"	"40936"	"1"	"4"
"29785"	"31261"	"1"	""
"29785"	"31188"	"2"	""
"29785"	"31262"	"2"	""
"27291"	"48266"	"5"	""
"29242"	"48267"	"2"	""
"38335"	"29818"	"2"	""
"38335"	"38336"	"2"	""
"38335"	"38342"	"1"	""
"36938"	"49959"	"2"	""
"27332"	"35021"	"1"	"4"
"27332"	"43787"	"5"	""
"41789"	"41795"	"1"	""
"33350"	"40787"	"1"	"4"
"33350"	"41630"	"1"	""
"33350"	"41836"	"5"	""
"29199"	"38609"	"1"	"4"
"32929"	"38658"	"1"	""
"32929"	"32928"	"1"	""
"33651"	"48274"	"2"	""
"29660"	"48275"	"2"	""
"44327"	"44330"	"1"	""
"41084"	"41085"	"5"	""
"26942"	"33448"	"1"	""
"26942"	"33447"	"2"	""
"26942"	"33452"	"1"	""
"27185"	"40523"	"1"	""
"41485"	"29693"	"2"	""
"27185"	"33351"	"1"	""
"27185"	"40512"	"2"	""
"27185"	"40146"	"2"	""
"28645"	"48278"	"2"	""
"48278"	"40709"	"1"	""
"27005"	"48211"	"2"	""
"27005"	"37225"	"1"	""
"42661"	"48282"	"1"	"4"
"48283"	"48281"	"1"	"4"
"48284"	"44155"	"1"	""
"26769"	"42978"	"5"	""
"26769"	"33930"	"5"	""
"26769"	"33929"	"2"	""
"33930"	"42076"	"1"	""
"26743"	"33797"	"1"	""
"33797"	"33798"	"5"	""
"33797"	"33799"	"1"	""
"27696"	"48292"	"4"	""
"27696"	"48293"	"1"	"2"
"28065"	"48295"	"5"	""
"44568"	"48308"	"1"	"4"
"38751"	"48305"	"1"	""
"28702"	"48311"	"1"	""
"28462"	"34628"	"1"	""
"47881"	"42440"	"1"	""
"27561"	"44153"	"1"	"2"
"29278"	"48053"	"1"	"4"
"29278"	"46118"	"1"	"4"
"48048"	"48300"	"2"	""
"48049"	"48145"	"1"	""
"48049"	"48146"	"1"	""
"44153"	"30773"	"5"	"2"
"27561"	"30774"	"1"	"6"
"26328"	"48322"	"1"	"4"
"34602"	"48327"	"1"	""
"48323"	"48324"	"2"	""
"48328"	"48329"	"2"	""
"34602"	"48332"	"1"	""
"28436"	"30900"	"1"	""
"28436"	"30901"	"1"	""
"27145"	"30010"	"1"	""
"27145"	"44258"	"1"	""
"37598"	"46335"	"1"	""
"46335"	"48334"	"2"	""
"43101"	"43100"	"1"	""
"28596"	"48348"	"1"	"4"
"27308"	"48349"	"1"	"4"
"29870"	"44527"	"1"	"4"
"44527"	"44528"	"5"	""
"29870"	"44782"	"1"	"7"
"43747"	"48350"	"1"	"4"
"32224"	"48353"	"1"	""
"33698"	"33699"	"1"	"4"
"33308"	"33307"	"2"	""
"33308"	"46666"	"1"	"4"
"34451"	"41314"	"5"	""
"34451"	"44113"	"1"	""
"34453"	"48357"	"1"	"4"
"34453"	"48358"	"1"	"4"
"27329"	"46992"	"1"	""
"31649"	"32740"	"1"	""
"39529"	"48371"	"5"	""
"28917"	"47273"	"5"	""
"29852"	"48372"	"2"	""
"34602"	"48377"	"1"	""
"48372"	"48373"	"2"	""
"26926"	"33934"	"2"	""
"26926"	"33935"	"1"	""
"33935"	"48386"	"5"	""
"48172"	"48361"	"2"	""
"33095"	"42475"	"1"	""
"33095"	"42473"	"1"	""
"33095"	"42474"	"1"	""
"33095"	"42482"	"2"	""
"33095"	"31645"	"2"	""
"33109"	"40259"	"1"	""
"28336"	"48402"	"4"	""
"48402"	"48403"	"5"	""
"43085"	"48404"	"5"	""
"26452"	"44099"	"1"	"4"
"26894"	"39832"	"2"	""
"26894"	"39836"	"1"	"4"
"42385"	"42386"	"1"	""
"26553"	"46254"	"2"	""
"26553"	"33254"	"4"	""
"33254"	"42789"	"2"	""
"26553"	"33255"	"5"	""
"26990"	"38907"	"1"	"4"
"41809"	"44547"	"1"	""
"26886"	"46766"	"1"	"4"
"26886"	"38956"	"1"	"4"
"47891"	"41911"	"4"	""
"29807"	"34647"	"2"	""
"26459"	"48411"	"1"	"7"
"26572"	"48424"	"5"	""
"26572"	"42622"	"1"	""
"30748"	"30749"	"2"	""
"30748"	"30750"	"1"	""
"48427"	"44372"	"2"	""
"37105"	"46354"	"1"	"4"
"48428"	"30098"	"1"	""
"46138"	"48427"	"1"	""
"26451"	"40471"	"5"	""
"26451"	"40470"	"1"	""
"26451"	"40468"	"1"	"2"
"29583"	"33349"	"2"	""
"26452"	"48412"	"2"	""
"31259"	"29884"	"5"	""
"28900"	"42613"	"5"	""
"28900"	"48439"	"5"	""
"28900"	"42614"	"2"	""
"28900"	"33850"	"1"	"4"
"42240"	"42241"	"1"	"4"
"26988"	"33272"	"1"	"2"
"27825"	"38809"	"1"	"4"
"37601"	"48456"	"1"	"4"
"47665"	"47666"	"1"	"4"
"44600"	"45243"	"1"	"4"
"44600"	"47665"	"1"	"4"
"44222"	"44223"	"2"	""
"27561"	"44434"	"1"	"4"
"35446"	"48460"	"2"	""
"48461"	"42330"	"1"	"4"
"29108"	"48462"	"2"	""
"45455"	"50887"	"5"	""
"35903"	"45477"	"1"	"4"
"44608"	"43590"	"1"	"4"
"29090"	"45473"	"1"	"4"
"45461"	"45537"	"1"	"4"
"29404"	"41312"	"4"	""
"48467"	"48472"	"2"	""
"29832"	"37799"	"2"	""
"29832"	"37803"	"1"	""
"37803"	"44456"	"5"	""
"37799"	"48475"	"1"	""
"48477"	"41132"	"1"	""
"48464"	"39771"	"1"	""
"44197"	"45206"	"1"	"4"
"44197"	"45235"	"1"	"4"
"46443"	"41564"	"1"	"4"
"28123"	"40965"	"1"	""
"30574"	"30575"	"5"	""
"30574"	"30576"	"1"	""
"30574"	"30577"	"1"	""
"34024"	"34029"	"1"	""
"27548"	"48494"	"2"	""
"27550"	"48383"	"2"	""
"48383"	"48359"	"5"	""
"37290"	"48384"	"2"	""
"33947"	"34002"	"5"	""
"30351"	"34237"	"5"	""
"34237"	"30154"	"2"	""
"34237"	"48391"	"1"	"4"
"30351"	"48499"	"1"	""
"28461"	"31276"	"5"	""
"31276"	"30176"	"5"	""
"28461"	"30183"	"1"	"4"
"30183"	"30187"	"2"	""
"28461"	"30204"	"1"	"4"
"31276"	"30229"	"1"	"4"
"31276"	"30195"	"1"	"4"
"28631"	"48502"	"1"	"6"
"42040"	"42041"	"2"	""
"42040"	"45294"	"1"	""
"28108"	"46961"	"2"	""
"39528"	"48490"	"2"	""
"28108"	"45711"	"1"	""
"45711"	"48515"	"2"	""
"46961"	"48516"	"1"	""
"39327"	"40741"	"5"	""
"40741"	"29822"	"4"	""
"39327"	"40742"	"1"	"4"
"39327"	"39328"	"1"	"4"
"29404"	"42227"	"2"	"8"
"39527"	"48523"	"1"	""
"39527"	"48524"	"5"	""
"48524"	"48525"	"1"	""
"29982"	"48241"	"2"	""
"29982"	"43089"	"1"	""
"29982"	"48243"	"1"	""
"43089"	"48360"	"1"	""
"48243"	"48242"	"1"	""
"29982"	"48244"	"1"	""
"29615"	"48369"	"2"	""
"29615"	"48366"	"2"	"8"
"49971"	"47925"	"5"	""
"38459"	"27393"	"5"	""
"48540"	"48546"	"3"	""
"48546"	"48252"	"2"	""
"48540"	"48543"	"1"	"4"
"48540"	"48550"	"1"	"4"
"48550"	"48551"	"5"	""
"48546"	"44104"	"1"	"4"
"48546"	"48542"	"1"	""
"48540"	"26379"	"1"	"4"
"26379"	"48545"	"2"	""
"26379"	"48541"	"1"	"4"
"26379"	"48253"	"1"	"4"
"26379"	"48544"	"1"	"4"
"38593"	"26386"	"1"	"4"
"26386"	"38594"	"1"	""
"40937"	"48562"	"1"	"4"
"31035"	"31036"	"2"	""
"31035"	"31037"	"1"	"4"
"29615"	"48538"	"5"	""
"29615"	"48370"	"2"	""
"29615"	"48367"	"2"	"8"
"48366"	"48537"	"1"	"6"
"29615"	"48368"	"1"	""
"48384"	"48362"	"1"	""
"48384"	"48496"	"1"	""
"29404"	"41418"	"1"	"4"
"49181"	"48584"	"1"	"4"
"26789"	"48590"	"5"	""
"29104"	"42276"	"5"	""
"29104"	"48589"	"1"	""
"48589"	"48591"	"2"	"8"
"26724"	"32333"	"5"	""
"26724"	"38569"	"2"	""
"26724"	"30404"	"1"	"4"
"26702"	"48592"	"5"	""
"26702"	"48593"	"5"	""
"48593"	"30203"	"1"	"4"
"32470"	"48595"	"1"	"4"
"48447"	"33403"	"5"	""
"40744"	"31260"	"5"	""
"33548"	"33551"	"1"	""
"33548"	"33553"	"1"	""
"39329"	"39330"	"1"	""
"39329"	"36320"	"1"	""
"39767"	"48441"	"1"	""
"37511"	"39326"	"5"	""
"41137"	"41136"	"2"	""
"26709"	"39156"	"1"	"4"
"39738"	"35901"	"5"	""
"28291"	"42862"	"1"	""
"28912"	"39792"	"5"	""
"28912"	"40620"	"1"	""
"39371"	"39372"	"2"	""
"29024"	"39370"	"2"	""
"26378"	"45102"	"1"	""
"26378"	"45106"	"1"	""
"49427"	"48600"	"1"	"4"
"49427"	"48602"	"1"	"4"
"38595"	"46824"	"5"	""
"38595"	"46822"	"2"	""
"46822"	"46823"	"2"	""
"38595"	"46841"	"2"	""
"38595"	"46842"	"1"	"4"
"38595"	"46825"	"1"	"4"
"38595"	"46828"	"1"	"4"
"38595"	"46826"	"1"	"4"
"42771"	"46746"	"2"	""
"42771"	"44673"	"2"	""
"42771"	"44513"	"1"	""
"42771"	"44487"	"1"	""
"42771"	"44529"	"1"	"4"
"42771"	"44701"	"1"	"4"
"42771"	"44525"	"1"	""
"38586"	"38592"	"2"	""
"33102"	"38320"	"2"	""
"33102"	"38327"	"2"	""
"38737"	"38739"	"1"	"4"
"38735"	"38737"	"1"	"4"
"39150"	"39151"	"4"	""
"39150"	"42839"	"1"	"4"
"33097"	"40826"	"2"	""
"33097"	"44715"	"2"	""
"33097"	"40821"	"1"	""
"33097"	"40820"	"1"	""
"33097"	"44689"	"1"	""
"30926"	"30927"	"1"	"4"
"34662"	"47641"	"1"	"4"
"26327"	"43096"	"2"	""
"27893"	"38518"	"1"	""
"39844"	"46180"	"1"	""
"28480"	"31315"	"5"	""
"28480"	"31333"	"5"	""
"28480"	"32234"	"5"	""
"28480"	"31481"	"1"	"4"
"31333"	"31458"	"1"	"4"
"28480"	"31313"	"1"	"4"
"28480"	"32663"	"1"	"4"
"28480"	"32243"	"1"	"4"
"32243"	"32324"	"5"	""
"38323"	"38329"	"1"	""
"32352"	"38349"	"5"	""
"38742"	"44846"	"1"	""
"32771"	"50828"	"1"	""
"27828"	"47581"	"2"	""
"27828"	"47583"	"1"	"4"
"27828"	"47582"	"1"	"4"
"27196"	"38606"	"1"	"4"
"27196"	"46350"	"5"	""
"29771"	"30938"	"2"	""
"26511"	"30255"	"1"	"2"
"26552"	"35214"	"5"	""
"35214"	"44944"	"1"	"4"
"26978"	"46248"	"1"	"2"
"27716"	"44400"	"1"	""
"28420"	"30830"	"5"	""
"28420"	"30829"	"1"	""
"28420"	"30828"	"1"	""
"30830"	"30827"	"1"	""
"28420"	"30831"	"1"	""
"28420"	"30832"	"1"	""
"27692"	"30902"	"1"	"4"
"28613"	"30436"	"1"	"2"
"27552"	"46258"	"2"	""
"47574"	"30259"	"1"	"4"
"39024"	"39025"	"5"	""
"34068"	"47577"	"1"	""
"27111"	"48618"	"2"	""
"28674"	"47440"	"2"	""
"38804"	"38968"	"1"	""
"38780"	"38781"	"2"	"8"
"38799"	"38800"	"1"	"4"
"38799"	"38964"	"1"	""
"29130"	"41629"	"1"	"4"
"29130"	"45214"	"1"	"4"
"29130"	"40208"	"1"	"4"
"28324"	"34043"	"1"	"2"
"28544"	"34145"	"1"	"2"
"32500"	"46320"	"2"	""
"29737"	"32500"	"1"	"2"
"28130"	"54877"	"2"	""
"28688"	"30051"	"2"	""
"27205"	"33347"	"4"	""
"27205"	"39386"	"1"	""
"39919"	"39920"	"5"	""
"39919"	"39922"	"5"	""
"32817"	"39333"	"5"	""
"39333"	"40845"	"2"	""
"39333"	"40844"	"2"	""
"32817"	"39572"	"5"	""
"32817"	"39574"	"1"	""
"32831"	"39159"	"4"	""
"32831"	"39586"	"4"	""
"32826"	"39584"	"4"	""
"32881"	"32880"	"6"	""
"30746"	"30747"	"5"	""
"26850"	"30891"	"2"	""
"38358"	"40839"	"5"	""
"38691"	"38364"	"5"	""
"29607"	"39585"	"1"	"4"
"52935"	"45514"	"1"	"4"
"45514"	"41608"	"5"	""
"29607"	"42905"	"1"	"4"
"29607"	"47681"	"1"	"4"
"52924"	"48623"	"2"	"4"
"52927"	"46126"	"5"	"4"
"30152"	"31117"	"4"	"10"
"30151"	"31119"	"4"	"10"
"34021"	"48624"	"1"	"4"
"42672"	"48625"	"5"	""
"28098"	"39507"	"1"	"4"
"28098"	"39835"	"1"	"4"
"32561"	"32562"	"6"	""
"30601"	"48626"	"5"	""
"39295"	"29383"	"5"	""
"39295"	"48630"	"5"	""
"27864"	"48631"	"5"	""
"31009"	"31010"	"1"	"7"
"37170"	"48633"	"2"	""
"50518"	"29399"	"2"	""
"29645"	"33137"	"1"	""
"32234"	"40149"	"5"	""
"31333"	"32235"	"5"	""
"48636"	"34888"	"6"	""
"34888"	"48637"	"1"	"4"
"48636"	"48644"	"1"	"4"
"48638"	"48639"	"1"	"4"
"48638"	"48640"	"1"	"4"
"28921"	"48645"	"2"	""
"32821"	"39588"	"5"	""
"28138"	"41967"	"5"	""
"28190"	"40054"	"4"	""
"39190"	"39191"	"5"	""
"40907"	"40881"	"5"	""
"40881"	"40909"	"5"	""
"29400"	"33131"	"2"	""
"28096"	"33082"	"2"	""
"40204"	"40207"	"2"	""
"40207"	"40205"	"6"	""
"48647"	"48648"	"5"	""
"33158"	"40924"	"5"	""
"30059"	"30060"	"1"	"4"
"28716"	"30059"	"5"	""
"28788"	"31085"	"4"	""
"31085"	"31082"	"2"	""
"28788"	"31083"	"1"	"2"
"28788"	"31084"	"1"	"2"
"40752"	"40753"	"6"	""
"33074"	"48650"	"5"	""
"26570"	"31096"	"1"	"2"
"26570"	"30377"	"1"	"2"
"26570"	"39181"	"5"	""
"26570"	"30242"	"5"	""
"29741"	"31043"	"5"	""
"29741"	"31044"	"1"	"4"
"29304"	"46322"	"2"	""
"29304"	"39015"	"5"	""
"27541"	"29980"	"4"	""
"27541"	"46109"	"5"	""
"29019"	"44705"	"1"	"4"
"29019"	"39135"	"5"	""
"47977"	"39172"	"1"	"4"
"47977"	"39045"	"1"	"4"
"39042"	"43375"	"5"	""
"26272"	"33627"	"1"	"4"
"33627"	"39113"	"5"	""
"27414"	"48652"	"1"	"4"
"48652"	"39123"	"5"	""
"35462"	"27003"	"1"	"4"
"26355"	"39124"	"1"	"4"
"48653"	"41620"	"1"	"4"
"48653"	"48606"	"5"	""
"48653"	"48605"	"1"	"4"
"48653"	"39579"	"1"	"4"
"26355"	"48608"	"1"	"4"
"26355"	"41459"	"1"	"4"
"41459"	"48607"	"5"	""
"41459"	"40153"	"5"	""
"41459"	"48609"	"5"	""
"41459"	"48393"	"1"	"4"
"26355"	"48653"	"1"	"4"
"45364"	"27430"	"2"	""
"45830"	"48655"	"1"	""
"26272"	"44345"	"1"	"4"
"48649"	"48657"	"1"	"7"
"38983"	"48659"	"1"	"7"
"33673"	"48660"	"2"	""
"33673"	"41468"	"1"	"4"
"33673"	"41469"	"1"	"4"
"41468"	"48410"	"5"	""
"33673"	"41470"	"1"	""
"41470"	"48672"	"5"	""
"41470"	"48673"	"5"	""
"33673"	"48674"	"1"	"4"
"36410"	"41047"	"1"	"4"
"26417"	"45187"	"1"	"4"
"26417"	"45130"	"1"	"4"
"27279"	"48685"	"5"	""
"27279"	"38938"	"5"	""
"27279"	"42156"	"1"	"4"
"27279"	"39975"	"1"	"4"
"27335"	"35028"	"2"	""
"35028"	"48686"	"8"	""
"27338"	"39982"	"5"	""
"27338"	"39470"	"1"	"4"
"48690"	"48687"	"2"	""
"27338"	"48688"	"1"	"4"
"27338"	"48690"	"1"	"4"
"40420"	"40493"	"1"	""
"40420"	"40494"	"1"	""
"40410"	"40497"	"1"	""
"39184"	"47732"	"5"	""
"39184"	"47730"	"5"	""
"47730"	"47735"	"1"	""
"47735"	"47742"	"5"	""
"47730"	"39185"	"1"	"4"
"39185"	"26365"	"5"	""
"47730"	"47737"	"1"	"4"
"39185"	"47744"	"1"	"4"
"47744"	"47752"	"5"	""
"47730"	"47747"	"1"	"4"
"35553"	"39211"	"4"	""
"33558"	"34016"	"1"	"4"
"33558"	"33581"	"1"	"4"
"33559"	"33692"	"1"	"4"
"33559"	"33649"	"1"	"4"
"47727"	"48417"	"1"	"4"
"47727"	"47728"	"1"	"4"
"46455"	"46456"	"1"	"4"
"34130"	"48256"	"5"	""
"34131"	"48257"	"5"	""
"35009"	"27952"	"1"	"4"
"39453"	"41923"	"1"	"4"
"29651"	"40813"	"1"	"4"
"40811"	"40812"	"1"	""
"26353"	"35378"	"1"	""
"34618"	"34620"	"2"	""
"34618"	"44771"	"1"	"4"
"48695"	"48696"	"1"	""
"26539"	"45849"	"5"	"1"
"26539"	"45849"	"5"	"2"
"26539"	"45823"	"5"	"1"
"26539"	"45823"	"5"	"2"
"45849"	"45833"	"2"	""
"26539"	"45850"	"1"	"2"
"26539"	"45824"	"1"	"2"
"26539"	"45835"	"1"	"4"
"26539"	"45836"	"1"	"2"
"41713"	"41472"	"5"	""
"41713"	"48697"	"5"	""
"45100"	"39034"	"1"	"4"
"26417"	"47505"	"5"	""
"26417"	"45100"	"1"	"4"
"26173"	"32592"	"5"	""
"32592"	"32542"	"1"	"4"
"32542"	"47118"	"1"	"4"
"38665"	"38666"	"9"	""
"29424"	"39144"	"1"	"4"
"39056"	"39057"	"1"	"4"
"29674"	"46628"	"5"	""
"29674"	"47224"	"1"	"4"
"29674"	"42486"	"1"	"4"
"48738"	"41924"	"5"	""
"29674"	"47175"	"1"	"4"
"32844"	"39222"	"5"	""
"26980"	"39212"	"2"	""
"32381"	"32376"	"5"	""
"26285"	"45262"	"2"	""
"30764"	"30765"	"5"	""
"30764"	"28846"	"9"	""
"44595"	"47173"	"5"	""
"44595"	"48549"	"1"	"4"
"44595"	"44596"	"1"	"4"
"33626"	"44374"	"1"	"4"
"33626"	"44365"	"1"	""
"33626"	"44364"	"1"	"4"
"33626"	"44376"	"1"	"4"
"38335"	"48705"	"1"	"4"
"48706"	"28792"	"1"	"4"
"53197"	"48708"	"2"	""
"48706"	"48709"	"1"	"4"
"53194"	"46908"	"1"	"4"
"48706"	"46944"	"1"	"4"
"48706"	"40410"	"1"	"4"
"35080"	"35079"	"5"	""
"35080"	"29144"	"3"	""
"35082"	"35081"	"5"	""
"28241"	"40273"	"5"	""
"28241"	"40274"	"1"	""
"28241"	"40276"	"1"	""
"28241"	"40176"	"1"	""
"28241"	"40190"	"1"	""
"28241"	"38614"	"1"	""
"28241"	"40275"	"1"	""
"32972"	"32976"	"2"	""
"28550"	"46274"	"4"	""
"32928"	"48712"	"2"	""
"32929"	"48713"	"1"	""
"32929"	"48715"	"1"	""
"46263"	"46265"	"2"	""
"46266"	"39203"	"2"	""
"48716"	"48717"	"5"	""
"29850"	"48718"	"5"	""
"29850"	"40711"	"1"	"4"
"40711"	"47740"	"5"	""
"40711"	"47741"	"1"	"4"
"29850"	"47778"	"1"	"4"
"26599"	"48719"	"1"	"4"
"32585"	"32586"	"2"	""
"34852"	"48725"	"2"	""
"48442"	"48443"	"5"	""
"48442"	"48444"	"5"	""
"31610"	"32659"	"1"	""
"32659"	"32660"	"2"	""
"29805"	"44224"	"1"	""
"29805"	"38444"	"1"	""
"29537"	"38445"	"1"	"4"
"26599"	"48733"	"1"	"4"
"34343"	"42751"	"1"	""
"34343"	"38550"	"1"	""
"34343"	"39567"	"1"	""
"34343"	"30068"	"1"	""
"48734"	"48735"	"1"	"4"
"26842"	"35095"	"5"	""
"45373"	"27114"	"5"	""
"31527"	"32432"	"2"	""
"42486"	"48738"	"1"	"4"
"27309"	"30791"	"1"	"4"
"30791"	"30792"	"2"	""
"26433"	"30097"	"1"	"7"
"32071"	"34778"	"1"	"7"
"32071"	"41681"	"1"	"7"
"26214"	"34796"	"2"	"5"
"26214"	"34772"	"1"	"7"
"34747"	"34773"	"1"	"4"
"29001"	"38576"	"1"	"7"
"29001"	"38574"	"1"	"7"
"42478"	"48744"	"1"	"4"
"43442"	"43443"	"5"	""
"26466"	"46583"	"5"	""
"26466"	"38638"	"1"	""
"54307"	"30299"	"5"	""
"31716"	"48760"	"5"	""
"29001"	"42834"	"5"	""
"29638"	"41105"	"5"	""
"29638"	"42810"	"5"	""
"42810"	"48446"	"5"	""
"29638"	"40096"	"1"	""
"29638"	"45551"	"1"	"4"
"29638"	"47679"	"1"	"4"
"29638"	"40418"	"1"	"4"
"29638"	"46409"	"1"	"4"
"26599"	"48752"	"5"	""
"37841"	"48753"	"1"	"4"
"37841"	"48754"	"5"	""
"33207"	"48798"	"1"	"4"
"45558"	"45559"	"1"	"4"
"39866"	"39857"	"5"	""
"30482"	"30506"	"1"	"4"
"30507"	"30508"	"1"	"4"
"30509"	"30510"	"1"	"4"
"44204"	"44254"	"5"	""
"26166"	"30511"	"1"	"4"
"26166"	"30512"	"1"	"4"
"26166"	"30513"	"1"	"4"
"42790"	"44579"	"5"	""
"30524"	"30525"	"1"	"4"
"26170"	"32538"	"3"	""
"38260"	"26171"	"5"	""
"48760"	"32265"	"3"	""
"32265"	"32266"	"1"	"4"
"26689"	"48758"	"1"	"4"
"26788"	"39357"	"5"	""
"49243"	"49244"	"1"	"2"
"39200"	"39201"	"1"	"4"
"39200"	"39202"	"1"	"4"
"39201"	"46918"	"5"	""
"39197"	"39199"	"1"	""
"39199"	"39198"	"5"	""
"28090"	"31307"	"2"	""
"28090"	"31308"	"1"	"4"
"26706"	"48765"	"1"	""
"36270"	"33372"	"5"	""
"36270"	"43602"	"5"	""
"36269"	"33371"	"5"	""
"36269"	"42411"	"5"	""
"27376"	"39105"	"5"	""
"28622"	"39581"	"1"	"2"
"28622"	"41396"	"1"	"2"
"29617"	"39278"	"2"	""
"39118"	"39285"	"1"	""
"26706"	"35562"	"5"	""
"28757"	"39175"	"5"	""
"28757"	"40105"	"5"	""
"28757"	"35895"	"5"	""
"35895"	"39165"	"1"	""
"28757"	"41957"	"1"	""
"28757"	"35122"	"1"	""
"28757"	"39179"	"1"	""
"28757"	"39178"	"1"	""
"28757"	"38961"	"1"	""
"32545"	"42657"	"5"	""
"48767"	"46836"	"4"	""
"48768"	"46835"	"4"	""
"26176"	"32600"	"4"	""
"26176"	"31438"	"5"	""
"32605"	"32606"	"5"	""
"32605"	"32607"	"1"	"4"
"26177"	"47896"	"5"	""
"26178"	"32619"	"3"	""
"31435"	"32702"	"1"	"4"
"35145"	"35146"	"1"	"4"
"35145"	"30008"	"1"	"4"
"35145"	"39683"	"1"	"4"
"31353"	"32286"	"4"	""
"28739"	"39725"	"5"	""
"28382"	"39691"	"2"	""
"33118"	"40375"	"1"	""
"33105"	"40372"	"1"	""
"33106"	"38770"	"1"	""
"26229"	"33616"	"5"	""
"31354"	"32289"	"4"	""
"28896"	"39599"	"5"	""
"28896"	"42218"	"1"	"2"
"31351"	"32275"	"5"	""
"31351"	"32277"	"4"	""
"31351"	"32279"	"8"	""
"43443"	"26931"	"5"	""
"26181"	"46424"	"1"	"4"
"32291"	"46426"	"1"	"4"
"39699"	"39702"	"2"	""
"26183"	"43613"	"1"	"4"
"35335"	"31554"	"1"	"4"
"26184"	"39840"	"5"	""
"29691"	"42247"	"5"	""
"29691"	"41321"	"1"	"4"
"46154"	"46062"	"1"	"4"
"42254"	"29435"	"5"	""
"29435"	"42248"	"1"	""
"37381"	"38872"	"5"	""
"46156"	"46063"	"1"	""
"46063"	"46155"	"5"	""
"27656"	"30360"	"5"	""
"27452"	"43028"	"5"	""
"44985"	"45095"	"1"	"4"
"47577"	"48783"	"5"	""
"40158"	"40935"	"1"	"4"
"27775"	"30932"	"1"	"4"
"26185"	"43338"	"1"	"4"
"31839"	"35166"	"1"	"4"
"48784"	"29651"	"5"	""
"48784"	"42717"	"1"	"4"
"31556"	"40997"	"5"	""
"26186"	"43195"	"5"	""
"48791"	"48789"	"2"	""
"26518"	"41582"	"2"	""
"26187"	"32354"	"1"	"4"
"34647"	"43133"	"1"	"4"
"48784"	"39596"	"1"	"4"
"48784"	"43777"	"1"	"4"
"26950"	"32924"	"1"	""
"26950"	"42292"	"1"	""
"42292"	"42293"	"1"	""
"28833"	"39453"	"1"	"4"
"39596"	"39027"	"3"	""
"48784"	"44995"	"1"	""
"29651"	"48791"	"1"	"4"
"40813"	"43444"	"5"	""
"29651"	"48338"	"1"	"4"
"28833"	"39454"	"5"	""
"30527"	"30528"	"4"	""
"30528"	"30529"	"1"	"1"
"40612"	"38344"	"1"	"4"
"51043"	"40612"	"4"	""
"34654"	"41373"	"5"	""
"34654"	"41377"	"1"	"4"
"27194"	"47668"	"1"	""
"31878"	"39635"	"5"	""
"29132"	"39558"	"4"	""
"29132"	"45028"	"5"	""
"29132"	"45031"	"1"	"4"
"27298"	"47902"	"5"	""
"38659"	"38660"	"2"	""
"38656"	"38657"	"2"	""
"41112"	"48671"	"1"	""
"26188"	"30530"	"4"	""
"26188"	"30531"	"5"	""
"26188"	"30532"	"1"	"13"
"54867"	"46567"	"5"	""
"48318"	"48319"	"1"	""
"40488"	"40489"	"1"	"4"
"33899"	"48795"	"1"	""
"33513"	"39480"	"5"	""
"39244"	"39245"	"1"	"4"
"46422"	"34429"	"2"	""
"45268"	"28357"	"5"	""
"33765"	"48019"	"1"	""
"48012"	"48086"	"5"	""
"29404"	"33207"	"1"	"4"
"27026"	"39648"	"5"	""
"39648"	"41777"	"1"	""
"27458"	"40009"	"5"	""
"27458"	"39592"	"5"	""
"48889"	"43699"	"5"	""
"48889"	"39609"	"1"	"4"
"32414"	"38818"	"5"	""
"32414"	"39114"	"1"	"4"
"29126"	"40868"	"1"	"4"
"29126"	"40869"	"1"	"4"
"38806"	"38807"	"5"	""
"38806"	"38808"	"1"	"4"
"48799"	"48800"	"2"	""
"32573"	"33442"	"4"	""
"32573"	"48046"	"1"	"4"
"48046"	"48047"	"1"	"4"
"31352"	"32359"	"6"	""
"29510"	"48689"	"5"	""
"48536"	"47192"	"5"	""
"48536"	"26190"	"5"	""
"48536"	"32358"	"1"	"13"
"32360"	"48363"	"1"	"4"
"27595"	"33601"	"5"	""
"27595"	"33602"	"1"	"4"
"33602"	"41499"	"5"	""
"27595"	"44591"	"1"	""
"31379"	"46281"	"5"	""
"26180"	"48814"	"5"	""
"26180"	"32280"	"1"	"4"
"26180"	"32282"	"1"	"4"
"26180"	"32284"	"1"	"4"
"29233"	"39316"	"5"	""
"29233"	"48815"	"1"	"4"
"42717"	"48816"	"1"	"4"
"42717"	"48817"	"1"	"4"
"48784"	"48818"	"1"	"4"
"42717"	"48819"	"1"	"4"
"44995"	"48820"	"2"	""
"48816"	"48821"	"5"	""
"48823"	"34928"	"6"	""
"48823"	"48824"	"1"	"4"
"48824"	"48825"	"6"	""
"34927"	"48828"	"1"	"4"
"27324"	"48829"	"1"	"4"
"34929"	"48830"	"1"	"4"
"28815"	"44722"	"5"	""
"28815"	"41346"	"1"	"4"
"34715"	"39315"	"1"	""
"34715"	"39319"	"1"	""
"34715"	"39323"	"1"	"4"
"29546"	"34729"	"5"	""
"34729"	"34724"	"1"	""
