"id"	"usagenote"	"POS"	"phraseolstruc"	"embededlex"	"othercharac"
"47623"	""	"21"	"NC Prép NC"	"(26539,26645)"	"(166)"
"47624"	""	"20"	""	""	"(28)"
"47625"	""	"19"	""	""	""
"47626"	""	"20"	""	""	"(26)"
"47627"	""	"23"	""	""	""
"47628"	""	"23"	""	""	""
"47629"	""	"23"	""	""	""
"47630"	""	"23"	""	""	""
"47631"	""	"20"	""	""	"(26)"
"47633"	""	"20"	""	""	"(26)"
"47634"	""	"78"	"V V ($2)"	"(29880,27137)"	"(166)"
"47635"	""	"78"	""	""	"(166)"
"47636"	""	"23"	""	""	""
"47637"	""	"155"	"Conj Art NC"	"(28570)"	"(32,166)"
"47638"	""	"24"	""	""	""
"47640"	""	"23"	""	""	""
"47641"	""	"19"	""	""	""
"47643"	""	"19"	""	""	""
"47644"	""	"19"	""	""	""
"47645"	""	"23"	""	""	""
"47646"	""	"23"	""	""	""
"47647"	""	"23"	""	""	""
"47648"	"(6)"	"23"	""	""	""
"47649"	"(6)"	"21"	"NC Adj"	"(26464,55051)"	"(26,166,191)"
"47651"	""	"20"	""	""	"(28,50)"
"47652"	""	"20"	""	""	"(28)"
"47653"	""	"20"	""	""	"(28)"
"47654"	""	"20"	""	""	"(28)"
"47655"	""	"20"	""	""	"(26)"
"47656"	"(6)"	"20"	""	""	"(26)"
"47657"	""	"20"	""	""	"(26,99,50)"
"47658"	""	"20"	""	""	"(26)"
"47659"	""	"20"	""	""	"(26)"
"47660"	""	"20"	""	""	"(26)"
"47661"	""	"20"	""	""	"(26)"
"47662"	""	"20"	""	""	"(26)"
"47663"	""	"20"	""	""	"(26)"
"47664"	""	"20"	""	""	"(28)"
"47665"	""	"23"	""	""	""
"47666"	"(10)"	"23"	""	""	""
"47667"	""	"23"	""	""	""
"47668"	""	"20"	""	""	"(26)"
"47669"	""	"22"	"Prép NC"	"(37947)"	"(31,166)"
"47670"	""	"19"	""	""	""
"47671"	""	"21"	"NC Adj"	"(46455,27417)"	"(166)"
"47672"	""	"23"	""	""	""
"47673"	""	"23"	""	""	""
"47674"	""	"19"	""	""	""
"47675"	"(16)"	"19"	""	""	""
"47676"	""	"23"	""	""	""
"47677"	"(6)"	"23"	""	""	""
"47678"	""	"23"	""	""	""
"47679"	""	"23"	""	""	""
"47680"	""	"23"	""	""	""
"47681"	""	"23"	""	""	""
"47682"	""	"23"	""	""	""
"47683"	""	"23"	""	""	""
"47684"	""	"23"	""	""	""
"47685"	""	"23"	""	""	""
"47687"	""	"23"	""	""	""
"47688"	""	"19"	""	""	""
"47689"	""	"19"	""	""	""
"47690"	""	"21"	"NC Prép NC"	"(28247,29451)"	"(166)"
"47691"	""	"20"	""	""	"(28)"
"47692"	""	"19"	""	""	""
"47693"	""	"20"	"Adj-NC"	"(27050,29451)"	"(28)"
"47694"	""	"19"	""	""	""
"47695"	""	"22"	"Prép NC"	"(33023,28830)"	"(31,166)"
"47697"	"(10)"	"20"	""	""	"(28)"
"47698"	""	"78"	"V LocPrép.Circ"	"(41311,49976)"	"(166)"
"47699"	""	"20"	"V-NC"	"(28883,26768)"	"(28)"
"47700"	""	"20"	""	""	"(26)"
"47701"	""	"20"	""	""	"(26)"
"47702"	""	"23"	""	""	""
"47703"	"(10)"	"23"	""	""	""
"47704"	""	"22"	"Prép Art NC"	"(38860,49023)"	"(93,167)"
"47705"	""	"23"	""	""	""
"47706"	"(6)"	"20"	""	""	"(28)"
"47707"	"(6)"	"20"	""	""	"(26)"
"47708"	"(5)"	"20"	""	""	"(28)"
"47709"	""	"20"	""	""	"(28)"
"47710"	""	"78"	"V Art NC"	"(47711,28112)"	"(168)"
"47711"	""	"23"	""	""	""
"47712"	""	"21"	"NC Prép NC"	"(30500,42779)"	"(28,167)"
"47713"	""	"63"	""	""	""
"47714"	""	"63"	""	""	""
"47715"	""	"21"	"NC Prép NC"	"(49517,46203)"	"(166)"
"47716"	""	"78"	"V ProDét NC Prép NC (Prép_$2)"	"(29757,41359,32678)"	"(166,131)"
"47717"	""	"22"	"Prép NC"	"(40196,38197)"	"(31,166,131)"
"47718"	"(7)"	"20"	""	""	"(26)"
"47719"	""	"20"	""	""	"(28)"
"47720"	""	"20"	""	""	"(28)"
"47721"	""	"22"	"Prép Art NC"	"(31950)"	"(166)"
"47722"	""	"20"	""	""	"(26)"
"47723"	""	"21"	"NC Adj"	"(27781,43087)"	"(167)"
"47724"	""	"21"	"NC Adj"	"(27781,34372)"	"(168)"
"47725"	"(103)"	"20"	""	""	"(28)"
"47726"	""	"19"	""	""	""
"47727"	""	"19"	""	""	""
"47728"	""	"19"	""	""	""
"47729"	""	"21"	"NC Adj"	"(48123,47845)"	"(26,168)"
"47730"	""	"23"	""	""	""
"47731"	""	"19"	""	""	""
"47732"	""	"23"	""	""	""
"47733"	""	"21"	"NC Prép NC"	"(44616,27864)"	"(26,166)"
"47734"	""	"23"	""	""	"(125)"
"47735"	""	"23"	""	""	""
"47736"	""	"20"	""	""	""
"47737"	""	"23"	""	""	""
"47738"	"(6)"	"23"	""	""	""
"47739"	""	"20"	""	""	"(28)"
"47740"	""	"23"	""	""	""
"47741"	""	"23"	""	""	""
"47742"	""	"23"	""	""	""
"47743"	""	"20"	""	""	"(26)"
"47744"	""	"23"	""	""	""
"47745"	""	"20"	""	""	"(26)"
"47746"	""	"20"	""	""	"(26)"
"47747"	""	"23"	""	""	""
"47748"	""	"19"	""	""	""
"47749"	""	"23"	""	""	""
"47750"	""	"21"	"Adj NC"	"(41957,29937)"	"(166)"
"47751"	""	"20"	""	""	"(28)"
"47752"	""	"23"	""	""	""
"47753"	""	"20"	""	""	"(26)"
"47754"	""	"23"	""	""	""
"47755"	""	"78"	"V Prép.Circ Art NC"	"(47828,26529)"	"(166)"
"47756"	""	"20"	""	""	"(26)"
"47757"	""	"20"	""	""	"(28)"
"47758"	"(61)"	"21"	"PhNC NC ProRel ProPers V Art NC"	"(27200,30334,27494,27570)"	"(150,166)"
"47759"	""	"20"	""	""	"(28)"
"47760"	""	"20"	""	""	"(26)"
"47761"	""	"23"	""	""	""
"47762"	""	"20"	""	""	"(28)"
"47763"	""	"23"	""	""	""
"47764"	""	"20"	""	""	"(28)"
"47765"	"(10)"	"82"	""	""	""
"47766"	""	"22"	"Prép Art NC Prép Adv"	"(44955,45268,28526)"	"(162,166)"
"47767"	""	"21"	""	""	"(26,167)"
"47768"	""	"20"	""	""	"(26)"
"47769"	""	"21"	""	""	"(26,167)"
"47770"	""	"20"	""	""	"(28,55,188,131,72)"
"47771"	""	"20"	""	""	"(28)"
"47772"	""	"24"	""	""	""
"47773"	""	"20"	""	""	"(26)"
"47774"	""	"24"	""	""	""
"47775"	""	"23"	""	""	"(125)"
"47776"	""	"20"	""	""	"(28)"
"47777"	""	"20"	""	""	"(26)"
"47778"	""	"23"	""	""	""
"47779"	""	"23"	""	""	""
"47780"	""	"20"	""	""	"(26)"
"47781"	""	"63"	""	""	""
"47782"	"(13)"	"20"	""	""	"(28,47)"
"47783"	"(10)"	"20"	""	""	"(28,47)"
"47784"	""	"20"	""	""	"(28,47)"
"47785"	"(5)"	"20"	""	""	"(28,47)"
"47786"	""	"23"	""	""	""
"47787"	""	"20"	""	""	"(28,47)"
"47788"	""	"20"	""	""	"(26)"
"47789"	""	"20"	""	""	"(28)"
"47790"	""	"23"	""	""	""
"47791"	"(105)"	"20"	""	""	"(28,47)"
"47792"	""	"23"	""	""	""
"47793"	"(105)"	"20"	""	""	"(28,47)"
"47794"	""	"23"	""	""	""
"47795"	""	"20"	""	""	"(26,55)"
"47796"	"(7)"	"20"	""	""	"(28,47)"
"47797"	""	"22"	"Prép Art NC Prép Art NC"	"(29536,30502,27221)"	"(32,167)"
"47798"	""	"21"	"NC Adj"	"(38658,44473)"	"(26,168)"
"47799"	"(6)"	"21"	"NC Prép NC"	"(30502,48391)"	"(28,167)"
"47800"	""	"23"	""	""	""
"47801"	""	"20"	""	""	"(26)"
"47802"	""	"20"	""	""	"(26)"
"47803"	""	"22"	"Prép NC"	"(27839,40474)"	"(31,166)"
"47805"	"(7)"	"20"	""	""	"(26,47)"
"47806"	""	"19"	""	""	""
"47807"	""	"19"	""	""	""
"47808"	""	"20"	""	""	"(28)"
"47809"	""	"20"	""	""	"(26)"
"47810"	"(7)"	"21"	"NC Prép NC"	"(45871,46532)"	"(28,166)"
"47811"	"(8)"	"21"	"NC Prép NC"	"(41683,30554)"	"(26,167)"
"47812"	"(7)"	"21"	""	""	"(28,166)"
"47813"	"(10)"	"20"	""	""	"(28)"
"47814"	""	"20"	""	""	"(28)"
"47815"	""	"21"	"NC Prép NC"	"(26670,26767)"	"(26,168)"
"47816"	""	"21"	""	""	"(26,167)"
"47817"	""	"20"	""	""	"(28)"
"47818"	""	"20"	""	""	"(28)"
"47819"	""	"20"	""	""	"(26)"
"47820"	"(7)"	"20"	""	""	"(26,55)"
"47821"	""	"23"	""	""	""
"47822"	"(13)"	"20"	""	""	"(28,47)"
"47823"	""	"20"	""	""	"(26)"
"47824"	""	"20"	""	""	"(28,47)"
"47825"	"(105,7)"	"20"	""	""	"(26,47)"
"47826"	"(103)"	"20"	""	""	"(28,47)"
"47827"	""	"23"	""	""	""
"47828"	""	"23"	""	""	""
"47829"	""	"21"	"NC Prép NC"	"(30502,50347)"	"(28,167)"
"47830"	""	"20"	""	""	"(28)"
"47831"	""	"20"	""	""	"(28)"
"47832"	""	"22"	"Prép Art NC Prép Art NC"	"(44955,30502,38353,31400)"	"(31,167)"
"47833"	""	"22"	""	""	"(31,166)"
"47834"	"(6)"	"21"	"NC Prép.Circ Art NC"	"(30502,48381)"	"(28,168,131)"
"47835"	"(6)"	"20"	""	""	"(26,47)"
"47836"	"(6)"	"21"	"NC Prép.Circ Art NC"	"(30502,32561)"	"(28,168)"
"47837"	""	"20"	"V-NC"	"(26272,26767)"	"(28,107)"
"47838"	"(6)"	"20"	""	""	"(28)"
"47839"	"(6)"	"20"	""	""	"(26)"
"47840"	"(6)"	"19"	""	""	""
"47841"	"(6)"	"23"	""	""	""
"47842"	""	"20"	""	""	"(26)"
"47843"	"(10)"	"20"	""	""	"(28)"
"47844"	""	"20"	""	""	"(26)"
"47845"	""	"19"	""	""	""
"47846"	""	"20"	""	""	"(26)"
"47847"	""	"23"	""	""	""
"47848"	""	"23"	""	""	""
"47849"	""	"19"	""	""	""
"47850"	""	"20"	"NC-NC"	"(30094,31098)"	"(28)"
"47851"	""	"20"	"NC-NC"	"(26462,31098)"	"(28)"
"47852"	"(10)"	"78"	"V Art NC Prép.Loc Art NC"	"(43932,29744,29729,26993,30408)"	"(166)"
"47853"	"(10)"	"78"	"V Art NC Prép.Loc Art NC"	"(43932,29744,29729,26993,33833)"	"(166)"
"47854"	"(10)"	"78"	"V Prép Art NC ($2)"	"(43932,26993,40237)"	"(166)"
"47855"	"(10)"	"78"	"V Prép Art NC ($2)"	"(43932,26993,30408)"	"(166)"
"47856"	""	"23"	""	""	""
"47857"	"(10)"	"78"	"Clit V Art NC (Prép.Obl_$2)"	"(26963,29625)"	"(166)"
"47858"	"(10)"	"78"	"Clit V Art NC (Prép.Obl_$2)"	"(26963,30408)"	"(166)"
"47859"	"(10)"	"78"	"V Prép Art NC (Prép.Gén_$2)"	"(47248,26993,28099,33833)"	"(166)"
"47860"	"(10)"	"78"	"V Prép Art NC (Prép.Gén_$2)"	"(47248,30408)"	"(166)"
"47861"	"(10)"	"78"	"Vpro Prép Art NC ($2)"	"(39121,26993,40237)"	"(166)"
"47862"	"(10)"	"78"	"Vpro Prép Art NC ($2)"	"(39121,26993,30408)"	"(166)"
"47863"	"(10)"	"78"	"V Prép.Circ Art NC"	"(29703,40237)"	"(166)"
"47864"	"(10)"	"78"	"V Prép.Circ Art NC"	"(29703,30408)"	"(166)"
"47865"	""	"23"	""	""	""
"47866"	""	"20"	""	""	"(28)"
"47867"	"(10)"	"78"	"V Prép Art NC (Prép.Gén_$2)"	"(29575,40237)"	"(166)"
"47868"	"(10)"	"78"	"V Prép Art NC (Prép.Gén_$2)"	"(29575,30408)"	"(166)"
"47869"	""	"21"	"NC Prép NC"	"(48093,35109)"	"(26,167,98)"
"47870"	""	"21"	""	""	"(26,166)"
"47871"	""	"20"	""	""	"(26,55)"
"47872"	""	"21"	"NC Prép NC"	"(26529,28524)"	"(28,168)"
"47873"	"(10)"	"20"	""	""	"(26)"
"47874"	""	"22"	""	""	"(162,167)"
"47875"	""	"22"	""	""	"(31,166)"
"47876"	""	"155"	""	""	"(32,166)"
"47877"	""	"23"	""	""	""
"47878"	""	"23"	""	""	""
"47879"	""	"23"	""	""	""
"47880"	""	"23"	""	""	""
"47881"	""	"23"	""	""	""
"47882"	""	"20"	""	""	"(28)"
"47883"	""	"20"	""	""	"(28)"
"47884"	""	"20"	""	""	"(26)"
"47885"	""	"23"	""	""	""
"47886"	""	"23"	""	""	""
"47887"	"(7)"	"21"	"NC Prép NC"	"(30502,28551)"	"(28,167,131)"
"47888"	""	"19"	""	""	""
"47889"	""	"20"	""	""	"(26)"
"47890"	""	"20"	""	""	"(28)"
"47891"	""	"23"	""	""	""
"47892"	""	"24"	""	""	""
"47893"	""	"23"	""	""	""
"47894"	""	"23"	""	""	""
"47895"	""	"23"	""	""	""
"47896"	""	"23"	""	""	""
"47897"	""	"20"	""	""	"(26)"
"47898"	""	"20"	""	""	"(26)"
"47899"	""	"20"	""	""	"(26)"
"47900"	""	"23"	""	""	""
"47901"	""	"20"	"Prép-Art-NC"	"(27839,46213)"	"(28)"
"47902"	""	"23"	""	""	""
"47903"	""	"21"	"NC Adj"	"(38522,39948)"	"(26,167)"
"47904"	""	"20"	""	""	"(26)"
"47905"	""	"20"	""	""	"(28)"
"47906"	""	"20"	""	""	"(28)"
"47907"	""	"20"	""	""	"(28)"
"47908"	""	"19"	""	""	""
"47909"	""	"23"	""	""	""
"47910"	""	"20"	""	""	"(28)"
"47911"	""	"23"	""	""	"(125)"
"47912"	""	"20"	""	""	"(28)"
"47914"	""	"20"	""	""	"(28)"
"47915"	""	"20"	""	""	"(26)"
"47916"	""	"20"	""	""	"(26)"
"47917"	""	"20"	""	""	"(26)"
"47918"	""	"21"	""	""	"(26,166)"
"47919"	""	"19"	""	""	""
"47920"	""	"23"	""	""	""
"47921"	""	"23"	""	""	""
"47922"	""	"22"	"Prép NC"	"(28092)"	"(31,168)"
"47923"	""	"20"	""	""	"(28)"
"47924"	""	"20"	""	""	"(26)"
"47925"	""	"19"	""	""	""
"47926"	""	"20"	""	""	"(28)"
"47927"	""	"22"	"LocPrép Art NC"	"(42015,33360)"	"(32,166)"
"47928"	""	"22"	"LocPrép Art NC"	"(42015,42011)"	"(32,166)"
"47929"	""	"22"	"LocPrép Art NC"	"(42015,47930)"	"(32,166)"
"47930"	"(178,105)"	"20"	""	""	"(28,161)"
"47931"	""	"20"	""	""	"(28)"
"47932"	""	"20"	""	""	"(28)"
"47933"	""	"20"	""	""	"(28)"
"47934"	""	"21"	"NC Prép V"	"(38609)"	"(167,98)"
"47935"	""	"205"	"V V !"	"(41571,36503)"	"(170,173)"
"47936"	""	"205"	"Art NC Prép NC V Adj Prép Art NC."	"(31409,40995,41447,31878,29328)"	"(170,173)"
"47937"	""	"21"	"NC LocPrép"	"(28433,39048)"	"(28,167)"
"47938"	""	"21"	""	""	"(28,166)"
"47939"	""	"20"	""	""	"(28)"
"47940"	""	"20"	""	""	"(28)"
"47941"	""	"23"	""	""	""
"47942"	""	"24"	""	""	""
"47943"	""	"23"	""	""	""
"47944"	""	"23"	""	""	""
"47945"	""	"23"	""	""	""
"47946"	""	"23"	""	""	""
"47947"	""	"21"	"NC Prép NC"	"(28190,30093)"	"(26,168)"
"47948"	""	"20"	""	""	"(28)"
"47949"	""	"19"	""	""	""
"47950"	""	"21"	"NC Prép NC"	"(26352,45787)"	"(26,168)"
"47951"	""	"21"	"NC Adj"	"(26352,40915)"	"(26,167)"
"47952"	""	"20"	""	""	"(28,163)"
"47953"	""	"20"	""	""	"(28)"
"47954"	""	"20"	""	""	"(28)"
"47955"	""	"20"	""	""	"(28,47)"
"47956"	""	"20"	""	""	"(28,50)"
"47957"	""	"20"	""	""	"(28,50)"
"47958"	""	"20"	""	""	"(28,50)"
"47959"	""	"20"	""	""	"(28)"
"47960"	"(12)"	"20"	""	""	"(28,47)"
"47961"	""	"20"	""	""	"(28,47)"
"47962"	""	"20"	""	""	"(28,50)"
"47963"	""	"20"	""	""	"(28)"
"47964"	""	"20"	""	""	"(28,50)"
"47965"	""	"20"	""	""	"(28,50)"
"47966"	"(6)"	"20"	""	""	"(28,50)"
"47967"	""	"20"	""	""	"(28)"
"47968"	""	"20"	""	""	"(28,50)"
"47969"	""	"20"	""	""	"(28)"
"47970"	""	"20"	""	""	"(28)"
"47971"	""	"21"	""	""	"(26,166)"
"47972"	""	"20"	""	""	"(26)"
"47973"	""	"20"	""	""	"(26)"
"47974"	""	"20"	""	""	"(26)"
"47975"	""	"23"	""	""	""
"47976"	""	"23"	""	""	""
"47977"	""	"19"	""	""	""
"47978"	""	"20"	""	""	"(26)"
"47979"	""	"20"	""	""	"(26)"
"47980"	""	"80"	""	""	""
"47981"	""	"20"	""	""	"(28)"
"47982"	""	"23"	""	""	""
"47983"	""	"23"	""	""	""
"47984"	""	"23"	""	""	""
"47985"	""	"23"	""	""	""
"47986"	""	"24"	""	""	""
"47987"	""	"24"	""	""	""
"47988"	""	"24"	""	""	""
"47989"	""	"23"	""	""	""
"47990"	""	"20"	""	""	"(28)"
"47991"	""	"23"	""	""	""
"47992"	""	"23"	""	""	""
"47993"	""	"24"	""	""	""
"47994"	""	"23"	""	""	""
"47995"	""	"23"	""	""	""
"47996"	""	"81"	""	""	""
"47997"	""	"82"	""	""	""
"47998"	""	"81"	""	""	""
"47999"	""	"22"	"Prép Art NC"	"(38858,27366)"	"(32,166)"
"48000"	""	"81"	""	""	""
"48001"	""	"81"	""	""	""
"48002"	""	"63"	""	""	"(70,148)"
"48003"	""	"223"	""	""	""
"48004"	""	"20"	""	""	"(26)"
"48005"	""	"20"	""	""	"(28)"
"48006"	""	"20"	""	""	"(28)"
"48007"	""	"20"	""	""	"(28)"
"48008"	""	"20"	""	""	"(28)"
"48009"	""	"63"	""	""	""
"48010"	""	"63"	""	""	""
"48011"	""	"21"	"NC Prép NC"	"(42583,32484)"	"(28,167,98)"
"48012"	""	"78"	"LocV Adv"	"(49487,26246)"	"(166)"
"48013"	""	"20"	""	""	"(28)"
"48014"	""	"20"	""	""	"(28)"
"48016"	""	"20"	""	""	"(28,49)"
"48017"	""	"20"	""	""	"(28,76)"
"48018"	""	"19"	""	""	"(148)"
"48019"	""	"19"	""	""	"(148)"
"48020"	"(160)"	"23"	""	""	""
"48021"	""	"20"	""	""	"(26)"
"48022"	""	"23"	""	""	""
"48023"	""	"23"	""	""	""
"48024"	""	"20"	""	""	"(26)"
"48025"	""	"23"	""	""	""
"48026"	"(6)"	"20"	""	""	"(26)"
"48027"	"(10)"	"20"	""	""	"(29)"
"48028"	""	"20"	""	""	"(28)"
"48029"	""	"155"	"Conj Art NC"	"(48028)"	"(32,166)"
"48030"	""	"155"	"Conj Art NC"	"(26832,29744,32012)"	"(32,166)"
"48031"	""	"155"	"Conj Art NC"	"(46534)"	"(32,166,76)"
"48032"	""	"155"	"Conj Art NC"	"(28268)"	"(32,166)"
"48033"	""	"22"	"Prép NC Adj"	"(28849,39968)"	"(32,166)"
"48034"	""	"63"	""	""	""
"48035"	""	"20"	""	""	"(26)"
"48036"	""	"155"	"Conj Art NC"	"(48035)"	"(32,166)"
"48037"	""	"20"	""	""	"(26)"
"48038"	""	"155"	"Conj Art NC"	"(48037)"	"(32,166)"
"48039"	""	"22"	"Prép Adj NC"	"(48129,28777)"	"(93,166)"
"48040"	""	"22"	""	""	"(32,166)"
"48041"	""	"63"	""	""	""
"48042"	""	"63"	""	""	""
"48043"	""	"63"	""	""	""
"48044"	""	"20"	""	""	"(28,50)"
"48045"	""	"23"	""	""	""
"48046"	""	"20"	""	""	"(28)"
"48047"	""	"20"	""	""	"(28)"
"48048"	"(10)"	"23"	""	""	""
"48049"	"(10)"	"23"	""	""	""
"48050"	""	"21"	"NC Prép NC"	"(48133,46197)"	"(26,167)"
"48051"	""	"23"	""	""	""
"48052"	""	"23"	""	""	""
"48053"	"(10)"	"23"	""	""	""
"48054"	"(10)"	"78"	"Clit V"	"(27227)"	"(166)"
"48055"	""	"23"	""	""	""
"48056"	"(160)"	"21"	"Adj ProDét NC"	"(29676,50298)"	"(32,166)"
"48057"	""	"23"	""	""	""
"48058"	""	"23"	""	""	""
"48059"	""	"23"	""	""	""
"48060"	""	"24"	""	""	""
"48061"	""	"23"	""	""	""
"48062"	""	"19"	""	""	""
"48063"	""	"19"	""	""	""
"48064"	""	"23"	""	""	""
"48065"	""	"20"	""	""	"(28)"
"48066"	""	"20"	""	""	"(28)"
"48067"	""	"63"	""	""	""
"48068"	""	"23"	""	""	""
"48069"	""	"23"	""	""	""
"48070"	""	"20"	""	""	"(26)"
"48071"	"(105,10)"	"20"	""	""	"(28,131)"
"48072"	""	"20"	""	""	"(26,144)"
"48073"	""	"19"	""	""	"(147)"
"48074"	""	"19"	""	""	""
"48075"	""	"19"	""	""	""
"48076"	""	"63"	""	""	""
"48077"	""	"63"	""	""	""
"48078"	""	"22"	"Prép Art NC (Prép_$2)"	"(38860,50340)"	"(166)"
"48079"	""	"63"	""	""	""
"48080"	""	"63"	""	""	""
"48081"	""	"19"	""	""	""
"48083"	""	"23"	""	""	""
"48084"	""	"20"	""	""	"(28)"
"48085"	""	"23"	""	""	""
"48086"	""	"78"	""	""	"(166)"
"48088"	""	"20"	""	""	"(28)"
"48089"	""	"20"	""	""	"(28)"
"48090"	"(178)"	"19"	""	""	"(161)"
"48091"	"(6)"	"21"	"NC Prép NC"	"(47709,48395)"	"(28,168)"
"48092"	""	"78"	"AdvNég V Art NC"	"(48619,47228,42570)"	"(166)"
"48093"	""	"20"	""	""	""
"48094"	""	"64"	""	""	""
"48095"	""	"64"	""	""	""
"48096"	""	"21"	"NC Prép NC"	"(47709,36360)"	"(28,167)"
"48097"	"(7)"	"20"	""	""	"(26)"
"48098"	""	"23"	""	""	""
"48099"	""	"23"	""	""	""
"48100"	""	"21"	"NC Prép NC"	"(47709,29624)"	"(28,167,131)"
"48101"	""	"19"	""	""	""
"48102"	""	"19"	""	""	""
"48103"	""	"23"	""	""	""
"48104"	""	"23"	""	""	"(71)"
"48105"	""	"20"	""	""	"(26)"
"48106"	""	"20"	""	""	"(26)"
"48107"	""	"20"	""	""	"(26)"
"48108"	""	"20"	""	""	"(26)"
"48109"	""	"20"	""	""	"(26)"
"48110"	"(61)"	"20"	""	""	"(26)"
"48111"	""	"20"	""	""	"(26)"
"48112"	""	"20"	""	""	"(26)"
"48113"	""	"20"	""	""	"(26)"
"48114"	"(13)"	"20"	""	""	"(26)"
"48120"	""	"20"	""	""	"(26)"
"48121"	""	"20"	""	""	"(26)"
"48122"	""	"20"	""	""	"(26)"
"48123"	""	"20"	""	""	"(26)"
"48124"	""	"23"	""	""	""
"48125"	""	"23"	""	""	"(71)"
"48126"	""	"20"	""	""	"(26)"
"48127"	""	"20"	""	""	"(26)"
"48128"	""	"20"	""	""	"(26)"
"48129"	"(178)"	"19"	""	""	"(161)"
"48130"	""	"20"	""	""	"(28,44)"
"48131"	""	"22"	"Prép Art NC"	"(52845)"	"(32,166)"
"48132"	""	"22"	"Prép Art NC"	"(42948,46849)"	"(93,167)"
"48133"	""	"20"	""	""	"(26)"
"48134"	""	"20"	""	""	"(26)"
"48135"	""	"20"	""	""	"(26)"
"48136"	""	"20"	""	""	"(26)"
"48137"	""	"20"	""	""	"(26)"
"48138"	""	"20"	""	""	"(26)"
"48139"	""	"20"	""	""	"(26)"
"48140"	""	"78"	"V Art NC (Prép.Dat_$2)"	"(39134,26292)"	"(166)"
"48141"	""	"23"	""	""	""
"48142"	"(13)"	"23"	""	""	""
"48143"	""	"20"	""	""	"(26)"
"48144"	"(13)"	"23"	""	""	""
"48145"	"(10)"	"23"	""	""	""
"48146"	"(10)"	"23"	""	""	""
"48147"	""	"23"	""	""	""
"48148"	"(10)"	"23"	""	""	""
"48149"	""	"81"	""	""	""
"48150"	""	"81"	""	""	""
"48151"	"(10)"	"24"	""	""	""
"48152"	""	"82"	""	""	"(131)"
"48153"	"(10)"	"23"	""	""	""
"48154"	"(10)"	"23"	""	""	""
"48155"	"(10)"	"23"	""	""	""
"48156"	""	"23"	""	""	""
"48157"	""	"81"	""	""	""
"48158"	""	"23"	""	""	""
"48159"	"(10)"	"23"	""	""	""
"48160"	"(10)"	"23"	""	""	""
"48161"	"(10)"	"78"	"Clit V Art NC"	"(29674,28900)"	"(166)"
"48162"	""	"23"	""	""	""
"48163"	""	"205"	"ProRel V V."	"(27178,27135)"	"(169)"
"48164"	""	"21"	"Art NC Adv"	"(33833,26246)"	"(32,166)"
"48165"	"(10)"	"24"	""	""	""
"48166"	"(13)"	"23"	""	""	""
"48167"	""	"20"	""	""	"(28)"
"48168"	""	"20"	""	""	"(26)"
"48169"	""	"155"	"Conj Art NC"	"(48168)"	"(32,166)"
"48170"	""	"78"	"Vpro V (Prép_$2)"	"(34823,27089)"	"(168)"
"48171"	""	"24"	""	""	""
"48172"	""	"23"	""	""	""
"48173"	""	"23"	""	""	""
"48174"	""	"22"	"PhNC NC"	"(50875,34244)"	"(32,166)"
"48175"	"(6)"	"23"	""	""	""
"48176"	""	"20"	""	""	"(26)"
"48177"	""	"20"	""	""	"(28)"
"48178"	""	"23"	""	""	""
"48179"	""	"23"	""	""	""
"48180"	""	"23"	""	""	""
"48181"	""	"19"	""	""	""
"48182"	""	"23"	""	""	""
"48183"	""	"20"	""	""	"(28)"
"48184"	""	"23"	""	""	""
"48185"	""	"23"	""	""	""
"48186"	""	"23"	""	""	""
"48187"	""	"24"	""	""	""
"48188"	""	"23"	""	""	""
"48189"	""	"23"	""	""	""
"48190"	""	"24"	""	""	""
"48191"	""	"24"	""	""	""
"48192"	""	"23"	""	""	""
"48193"	""	"23"	""	""	""
"48194"	""	"22"	"Prép NC"	"(48010)"	"(32,166)"
"48195"	""	"19"	""	""	""
"48196"	""	"19"	""	""	""
"48197"	""	"19"	""	""	""
"48198"	""	"19"	""	""	""
"48199"	""	"19"	""	""	""
"48200"	""	"19"	""	""	""
"48201"	""	"24"	""	""	""
"48202"	""	"19"	""	""	""
"48203"	""	"63"	""	""	"(201)"
"48204"	""	"24"	""	""	""
"48205"	""	"20"	""	""	"(26)"
"48206"	""	"23"	""	""	""
"48207"	""	"23"	""	""	""
"48208"	"(6)"	"20"	""	""	"(28)"
"48209"	""	"23"	""	""	""
"48210"	"(6)"	"20"	""	""	"(26)"
"48211"	""	"20"	""	""	"(28)"
"48212"	""	"19"	""	""	""
"48213"	""	"20"	""	""	"(26)"
"48214"	"(10)"	"23"	""	""	""
"48215"	"(10)"	"23"	""	""	""
"48216"	""	"20"	""	""	"(28)"
"48217"	""	"205"	"ProImpers LocV."	"(40431)"	"(170)"
"48218"	""	"20"	""	""	"(28)"
"48219"	""	"20"	""	""	"(26,47)"
"48220"	""	"20"	""	""	""
"48221"	""	"23"	""	""	""
"48223"	""	"23"	""	""	""
"48224"	""	"20"	""	""	"(28)"
"48225"	""	"20"	""	""	"(28)"
"48226"	""	"20"	""	""	"(28,47)"
"48227"	""	"78"	"V Prép.Circ ProDét NC"	"(27178,48224)"	"(166)"
"48229"	""	"20"	""	""	"(26)"
"48230"	""	"20"	""	""	"(26)"
"48231"	""	"20"	""	""	"(26)"
"48232"	""	"20"	""	""	"(26)"
