"source"	"lf"	"target"	"form"	"separator"	"merged"	"syntacticframe"	"constraint"	"position"
"30804"	"31"	"33262"	""	","	"0"	"de ART ~ "	""	"2"
"30804"	"40"	"31609"	""	","	"0"	"de ART ~ "	""	"1"
"30804"	"52"	"31779"	""	","	"0"	""	""	"1"
"30804"	"52"	"27164"	""	","	"0"	""	""	"2"
"30804"	"59"	"33263"	""	","	"0"	"de ART ~ "	""	"1"
"30804"	"59"	"33265"	""	","	"0"	"de ART ~"	""	"2"
"30804"	"100"	"28632"	""	","	"0"	"d’~s"	""	"1"
"30804"	"115"	"33300"	"grosse"	","	"0"	""	"antépos"	"1"
"30804"	"115"	"27352"	"épaisse"	","	"0"	""	""	"2"
"30804"	"165"	"35090"	""	","	"0"	"de ART ~"	""	"1"
"30804"	"165"	"26993"	""	","	"0"	"ART ~ "	""	"2"
"30804"	"165"	"35091"	""	","	"0"	"~ "	""	"3"
"30804"	"401"	"35093"	""	","	"0"	"ART ~ "	""	"1"
"30804"	"401"	"47299"	""	","	"0"	"ART ~ "	""	"2"
"30804"	"401"	"35097"	""	","	"0"	"ART ~ "	""	"3"
"30804"	"402"	"35098"	""	","	"0"	"ART ~ "	""	"1"
"30804"	"402"	"27012"	""	","	"0"	"ART ~ "	""	"2"
"30804"	"402"	"27023"	""	","	"0"	"ART ~ "	""	"3"
"30804"	"402"	"35099"	""	","	"0"	""	""	"4"
"30805"	"5"	"35118"	""	","	"0"	""	""	"1"
"30805"	"31"	"31793"	""	","	"0"	"de ART ~ "	""	"1"
"30805"	"31"	"35119"	""	","	"0"	"de ART"	""	"2"
"30805"	"59"	"31794"	""	","	"0"	"de ART ~"	""	"1"
"30805"	"59"	"46388"	""	","	"0"	"de ART ~"	""	"2"
"30805"	"126"	"35120"	"grosse"	","	"0"	""	"antépos"	"1"
"30805"	"126"	"35121"	"importante"	","	"0"	""	""	"2"
"30805"	"138"	"35122"	"petite"	","	"0"	""	"antépos"	"1"
"30805"	"138"	"35125"	"réduite"	","	"0"	""	""	"2"
"30805"	"192"	"26183"	""	","	"0"	"ART ~ à N=Z"	""	"1"
"30805"	"192"	"35126"	""	","	"0"	"ART ~ à N=Z"	""	"2"
"30805"	"192"	"35127"	""	","	"0"	"ART ~ à N=Z"	""	"3"
"30805"	"192"	"27175"	""	","	"0"	"ART ~ à N=Z"	""	"4"
"30805"	"192"	"35128"	""	","	"0"	"ART ~ à N=Z"	""	"5"
"30805"	"192"	"35130"	""	","	"0"	"ART ~ à N=Z"	""	"6"
"30805"	"193"	"28540"	""	","	"0"	"ART ~ de N=Y"	""	"1"
"30805"	"193"	"29130"	""	","	"0"	"ART ~ de N=Y"	""	"2"
"30805"	"193"	"35137"	""	";"	"0"	"ART ~ de N=Y"	""	"3"
"30805"	"206"	"35139"	""	","	"0"	"ART ~ "	""	"1"
"30805"	"206"	"35140"	""	","	"0"	"ART ~ "	""	"2"
"30805"	"206"	"35143"	""	","	"0"	"ART ~ "	""	"3"
"30805"	"206"	"35144"	""	","	"0"	"ART ~ "	""	"4"
"30806"	"2"	"27624"	""	","	"0"	""	""	"1"
"30806"	"2"	"30812"	""	","	"0"	""	""	"2"
"30811"	"3"	"33036"	""	","	"0"	""	""	"1"
"30812"	"2"	"27624"	""	","	"0"	""	""	"1"
"30812"	"2"	"30806"	""	","	"0"	""	""	"2"
"30813"	"3"	"29651"	""	","	"0"	""	""	"1"
"30814"	"23"	"29167"	""	","	"0"	""	""	"1"
"30815"	"23"	"30886"	""	","	"0"	""	""	"1"
"30816"	"23"	"30885"	""	","	"0"	""	""	"1"
"30817"	"23"	"30888"	""	","	"0"	""	""	"1"
"30818"	"3"	"46251"	""	","	"0"	""	""	"1"
"30818"	"23"	"53785"	""	","	"0"	""	""	"1"
"30818"	"104"	"53783"	""	","	"0"	""	""	"1"
"30819"	"3"	"50634"	""	","	"0"	""	""	"1"
"30819"	"3"	"28135"	""	";"	"0"	""	""	"2"
"30820"	"3"	"52959"	""	","	"0"	""	""	"1"
"30820"	"3"	"33814"	""	";"	"0"	""	""	"2"
"30821"	"3"	"40946"	""	","	"0"	""	""	"1"
"30822"	"3"	"30967"	""	","	"0"	""	""	"1"
"30822"	"3"	"34936"	""	","	"0"	""	""	"2"
"30822"	"20"	"26690"	""	","	"0"	""	""	"1"
"30823"	"20"	"35756"	""	","	"0"	""	""	"1"
"30824"	"3"	"35754"	""	","	"0"	""	""	"1"
"30825"	"3"	"37698"	""	","	"0"	""	""	"1"
"30826"	"3"	"50011"	""	","	"0"	""	""	"1"
"30827"	"3"	"44944"	""	","	"0"	""	""	"1"
"30827"	"769"	"35122"	""	","	"0"	""	""	"1"
"30828"	"4"	"28670"	""	","	"0"	""	""	"1"
"30829"	"4"	"28670"	""	","	"0"	""	""	"1"
"30829"	"3"	"40283"	""	","	"0"	""	""	"1"
"30829"	"3"	"54021"	""	","	"0"	""	""	"2"
"30830"	"3"	"35214"	""	","	"0"	""	""	"1"
"30830"	"3"	"40280"	""	","	"0"	""	""	"2"
"30830"	"3"	"40244"	""	","	"0"	""	""	"3"
"30831"	"3"	"54023"	""	","	"0"	""	""	"1"
"30831"	"3"	"35414"	""	","	"0"	""	""	"2"
"30832"	"4"	"28551"	""	","	"0"	""	""	"1"
"30832"	"3"	"45084"	""	","	"0"	""	""	"1"
"30833"	"3"	"30468"	""	","	"0"	""	""	"1"
"30833"	"3"	"30517"	""	";"	"0"	""	""	"2"
"30833"	"3"	"32131"	""	";"	"0"	""	""	"3"
"30833"	"3"	"30922"	""	";"	"0"	""	""	"4"
"30833"	"23"	"26828"	""	","	"0"	""	""	"1"
"30833"	"23"	"31719"	""	","	"0"	""	""	"2"
"30833"	"31"	"31702"	""	","	"0"	""	""	"1"
"30833"	"31"	"32133"	""	","	"0"	""	""	"2"
"30833"	"40"	"26214"	""	","	"0"	""	""	"1"
"30833"	"40"	"32548"	""	","	"0"	""	""	"2"
"30834"	"3"	"31510"	""	","	"0"	""	""	"1"
"30835"	"59"	"39499"	""	","	"0"	""	""	"1"
"30835"	"20"	"26846"	""	","	"0"	""	""	"1"
"30835"	"20"	"41565"	""	";"	"0"	""	""	"2"
"30835"	"20"	"51321"	""	";"	"0"	""	""	"3"
"30837"	"4"	"26846"	""	","	"0"	""	""	"1"
"30838"	"3"	"34030"	""	","	"0"	""	""	"1"
"30839"	"25"	"28436"	""	","	"0"	""	""	"1"
"30841"	"3"	"30780"	""	","	"0"	""	""	"1"
"30842"	"23"	"27817"	""	","	"0"	""	""	"1"
"30842"	"3"	"51513"	""	","	"0"	""	""	"1"
"30843"	"23"	"50477"	""	","	"0"	""	""	"1"
"30843"	"3"	"54671"	""	","	"0"	""	""	"1"
"30845"	"3"	"30977"	""	","	"0"	""	""	"1"
"30846"	"3"	"30979"	""	","	"0"	""	""	"1"
"30847"	"3"	"30965"	""	","	"0"	""	""	"1"
"30847"	"2"	"28343"	""	","	"0"	""	""	"1"
"30847"	"20"	"51458"	""	","	"0"	""	""	"1"
"30847"	"20"	"26968"	""	","	"0"	""	""	"2"
"30848"	"13"	"30721"	""	","	"0"	""	""	"1"
"30849"	"3"	"39461"	""	","	"0"	""	""	"1"
"30850"	"3"	"30601"	""	","	"0"	""	""	"1"
"30851"	"3"	"26875"	""	","	"0"	""	""	"1"
"30851"	"3"	"27771"	""	";"	"0"	""	""	"2"
"30852"	"3"	"47830"	""	","	"0"	""	""	"1"
"30852"	"3"	"47831"	""	";"	"0"	""	""	"2"
"30853"	"4"	"50132"	""	","	"0"	""	""	"1"
"30854"	"23"	"30860"	""	","	"0"	""	""	"1"
"30855"	"3"	"27455"	""	","	"0"	""	""	"1"
"30856"	"23"	"27451"	""	","	"0"	""	""	"1"
"30857"	"3"	"38507"	""	";"	"0"	""	""	"1"
"30857"	"3"	"38506"	""	","	"0"	""	""	"2"
"30857"	"190"	"43932"	""	","	"0"	"ART ~"	""	"1"
"30857"	"190"	"34026"	""	","	"0"	"de ART ~ <d’~s>"	""	"2"
"30857"	"190"	"38698"	""	","	"0"	"ART ~"	""	"3"
"30857"	"449"	"34823"	""	","	"0"	"ART ~s Loc-in N=$3"	""	"1"
"30857"	"306"	"26241"	""	","	"0"	"N=$2"	""	"1"
"30857"	"306"	"38576"	""	";"	"0"	"N=$2"	""	"2"
"30857"	"100"	"38630"	""	","	"0"	"d’~s"	""	"1"
"30857"	"60"	"32432"	""	","	"0"	""	""	"1"
"30858"	"5"	"30503"	""	","	"0"	""	""	"1"
"30858"	"387"	"38325"	""	","	"0"	""	""	"1"
"30858"	"3"	"31803"	""	","	"0"	""	""	"1"
"30858"	"3"	"33210"	""	","	"0"	""	""	"2"
"30858"	"3"	"33221"	""	","	"0"	""	""	"3"
"30858"	"3"	"38476"	""	","	"0"	""	""	"4"
"30858"	"3"	"32456"	""	";"	"0"	""	""	"5"
"30858"	"3"	"38478"	""	";"	"0"	""	""	"6"
"30858"	"3"	"35095"	""	";"	"0"	""	""	"7"
"30858"	"170"	"34765"	""	","	"0"	"ART-déf ~ de N=$2"	"$2 obligatoire"	"1"
"30858"	"190"	"43932"	""	","	"0"	"ART-indéf ~"	""	"1"
"30858"	"188"	"27114"	""	","	"0"	"ART-déf ~ de N=$2"	"$2 obligatoire"	"1"
"30858"	"225"	"43932"	""	","	"0"	"N=$1 comme/pour ~"	""	"1"
"30858"	"437"	"38727"	""	","	"0"	"N=$1 comme/pour ~"	""	"1"
"30858"	"13"	"43563"	""	","	"0"	""	""	"1"
"30858"	"13"	"31239"	""	";"	"0"	""	""	"2"
"30858"	"13"	"31149"	""	","	"0"	""	""	"3"
"30859"	"10"	"30790"	""	","	"0"	""	""	"1"
"30859"	"3"	"30097"	""	","	"0"	""	""	"1"
"30859"	"3"	"34820"	""	","	"0"	""	""	"2"
"30859"	"3"	"34778"	""	";"	"0"	""	""	"3"
"30859"	"3"	"34779"	""	";"	"0"	""	""	"4"
"30859"	"3"	"38511"	""	","	"0"	""	""	"5"
"30859"	"387"	"38512"	""	","	"0"	""	""	"1"
"30859"	"126"	"38513"	""	","	"0"	""	"antépos"	"1"
"30859"	"126"	"38514"	""	"<"	"0"	""	""	"2"
"30859"	"170"	"34765"	""	","	"0"	"ART ~ de N=$2"	""	"1"
"30859"	"306"	"26241"	""	","	"0"	"N=$2"	""	"1"
"30859"	"306"	"34599"	""	";"	"0"	"N=$2"	""	"2"
"30859"	"306"	"38574"	""	";"	"0"	"N=$2"	""	"3"
"30859"	"13"	"34772"	""	","	"0"	""	""	"1"
"30859"	"13"	"34773"	""	","	"0"	""	""	"2"
"30859"	"422"	"37539"	""	","	"0"	"à N=$2"	""	"1"
"30860"	"3"	"47208"	""	","	"0"	""	""	"1"
"30860"	"3"	"46943"	""	","	"0"	""	""	"2"
"30860"	"3"	"53623"	""	";"	"0"	""	""	"3"
"30860"	"3"	"42192"	""	","	"0"	""	""	"4"
"30860"	"3"	"43159"	""	","	"0"	""	""	"5"
"30860"	"3"	"54011"	""	","	"0"	""	""	"6"
"30860"	"107"	"52964"	""	","	"0"	""	""	"1"
"30861"	"3"	"50559"	""	","	"0"	""	""	"1"
"30862"	"3"	"50747"	""	","	"0"	""	""	"1"
"30863"	"3"	"50746"	""	","	"0"	""	""	"1"
"30864"	"23"	"32980"	""	","	"0"	""	""	"1"
"30865"	"3"	"30988"	""	","	"0"	""	""	"1"
"30865"	"23"	"27855"	""	","	"0"	""	""	"1"
"30866"	"3"	"30919"	""	","	"0"	""	""	"1"
"30866"	"23"	"50491"	""	","	"0"	""	""	"1"
"30867"	"3"	"30990"	""	","	"0"	""	""	"1"
"30867"	"23"	"44923"	""	","	"0"	""	""	"1"
"30868"	"6"	"51100"	""	","	"0"	""	""	"1"
"30868"	"168"	"46938"	""	","	"0"	"ART ~"	""	"1"
"30869"	"3"	"50261"	""	","	"0"	""	""	"1"
"30870"	"3"	"50262"	""	","	"0"	""	""	"1"
"30873"	"3"	"27548"	""	","	"0"	""	""	"1"
"30873"	"3"	"55089"	""	";"	"0"	""	""	"2"
"30874"	"387"	"38195"	""	","	"0"	""	""	"1"
"30876"	"4"	"46428"	""	","	"0"	""	""	"1"
"30880"	"21"	"30875"	""	","	"0"	""	""	"1"
"30881"	"422"	"31366"	""	","	"0"	""	""	"1"
"30882"	"26"	"35540"	""	","	"0"	""	""	"1"
"30882"	"4"	"27142"	""	","	"0"	""	""	"1"
"30882"	"3"	"33918"	""	","	"0"	""	""	"1"
"30883"	"3"	"43897"	""	","	"0"	""	""	"1"
"30883"	"3"	"51587"	""	","	"0"	""	""	"2"
"30883"	"28"	"53376"	""	","	"0"	""	""	"1"
"30883"	"104"	"53377"	""	","	"0"	""	""	"1"
"30884"	"3"	"26526"	""	","	"0"	""	""	"1"
"30884"	"3"	"53375"	""	","	"0"	""	""	"2"
"30885"	"3"	"30936"	""	","	"0"	""	""	"1"
"30885"	"21"	"30816"	""	","	"0"	""	""	"1"
"30886"	"21"	"30815"	""	","	"0"	""	""	"1"
"30887"	"40"	"30817"	""	","	"0"	""	""	"1"
"30888"	"21"	"30817"	""	","	"0"	""	""	"1"
"30889"	"3"	"32146"	""	","	"0"	""	""	"1"
"30889"	"3"	"32153"	"potins"	","	"0"	""	""	"2"
"30889"	"3"	"32155"	"racontars"	","	"0"	""	""	"3"
"30889"	"3"	"32157"	"ragots"	","	"0"	""	""	"4"
"30889"	"4"	"31720"	"bavardages"	","	"0"	""	""	"1"
"30889"	"31"	"32158"	""	","	"0"	""	""	"1"
"30889"	"31"	"32162"	""	","	"0"	""	""	"2"
"30889"	"31"	"32164"	""	","	"0"	""	""	"3"
"30889"	"31"	"31717"	""	","	"0"	""	""	"4"
"30889"	"40"	"30890"	""	","	"0"	""	""	"1"
"30889"	"61"	"29526"	""	","	"0"	"de ART ~s "	""	"1"
"30889"	"61"	"31441"	""	","	"0"	"de ART ~s"	""	"2"
"30889"	"61"	"39328"	""	";"	"0"	"de ART ~s"	"$4 est une personne"	"3"
"30891"	"3"	"30719"	""	","	"0"	""	""	"1"
"30892"	"21"	"26850"	""	","	"0"	""	""	"1"
"30893"	"23"	"27674"	""	","	"0"	""	""	"1"
"30894"	"23"	"30870"	""	","	"0"	""	""	"1"
"30895"	"23"	"30871"	""	","	"0"	""	""	"1"
"30896"	"3"	"48089"	""	","	"0"	""	""	"1"
"30897"	"3"	"55017"	""	","	"0"	""	""	"1"
"30898"	"3"	"55043"	""	","	"0"	""	""	"1"
"30899"	"3"	"47012"	""	","	"0"	""	""	"1"
"30899"	"3"	"45766"	""	","	"0"	""	""	"2"
"30900"	"4"	"27145"	""	","	"0"	""	""	"1"
"30901"	"4"	"29223"	""	","	"0"	""	""	"1"
"30902"	"3"	"35931"	""	","	"0"	""	""	"1"
"30903"	"4"	"26940"	""	","	"0"	""	""	"1"
"30903"	"371"	"32897"	""	","	"0"	""	""	"1"
"30903"	"381"	"36959"	""	","	"0"	""	""	"1"
"30904"	"4"	"33219"	""	","	"0"	""	""	"1"
"30904"	"4"	"33218"	""	","	"0"	""	""	"2"
"30905"	"20"	"34105"	""	","	"0"	""	""	"1"
"30906"	"3"	"30538"	""	","	"0"	""	""	"1"
"30906"	"3"	"26981"	""	";"	"0"	""	""	"2"
"30906"	"3"	"49835"	""	";"	"0"	""	""	"3"
"30907"	"3"	"29768"	""	","	"0"	""	""	"1"
"30907"	"3"	"54168"	""	";"	"0"	""	""	"2"
"30908"	"20"	"36971"	""	","	"0"	"du ~"	""	"1"
"30908"	"126"	"50557"	""	","	"0"	""	"postposé"	"1"
"30908"	"126"	"33743"	""	","	"0"	""	"postposé"	"2"
"30908"	"40"	"27713"	""	","	"0"	""	""	"1"
"30908"	"16"	"28548"	""	","	"0"	""	""	"1"
"30908"	"28"	"53585"	""	","	"0"	""	""	"1"
"30908"	"62"	"28088"	""	","	"0"	""	""	"1"
"30908"	"62"	"55055"	""	";"	"0"	""	""	"2"
"30908"	"62"	"33683"	""	";"	"0"	""	""	"3"
"30908"	"66"	"51195"	""	","	"0"	""	""	"1"
"30909"	"418"	"53732"	""	","	"0"	""	""	"1"
"30909"	"3"	"38431"	""	","	"0"	""	""	"1"
"30909"	"3"	"42184"	""	","	"0"	""	""	"2"
"30909"	"3"	"55099"	""	";"	"0"	""	""	"3"
"30910"	"3"	"29383"	""	","	"0"	""	""	"1"
"30910"	"3"	"27902"	""	";"	"0"	""	""	"2"
"30911"	"3"	"55098"	""	","	"0"	""	""	"1"
"30911"	"126"	"54960"	""	","	"1"	""	""	"1"
"30911"	"24"	"55119"	""	","	"0"	""	""	"1"
"30912"	"20"	"38261"	""	","	"0"	""	""	"1"
"30912"	"970"	"26523"	""	","	"0"	""	""	"1"
"30912"	"970"	"30912"	"~"	","	"1"	""	"$2 n’est pas lexicalisé"	"2"
"30912"	"925"	"28282"	""	","	"0"	""	""	"1"
"30913"	"10"	"36416"	""	","	"0"	""	""	"1"
"30913"	"3"	"54481"	""	","	"0"	""	""	"1"
"30913"	"20"	"39295"	""	","	"0"	"de ~ "	""	"1"
"30914"	"3"	"30583"	""	","	"0"	""	""	"1"
"30917"	"23"	"27756"	""	","	"0"	""	""	"1"
"30918"	"3"	"50618"	""	","	"0"	""	""	"1"
"30918"	"3"	"50619"	""	","	"0"	""	""	"2"
"30918"	"3"	"50620"	""	","	"0"	""	""	"3"
"30918"	"3"	"50626"	""	","	"0"	""	""	"4"
"30918"	"23"	"50630"	""	","	"0"	""	""	"1"
"30919"	"3"	"30866"	""	","	"0"	""	""	"1"
"30919"	"3"	"30684"	""	","	"0"	""	""	"2"
"30919"	"3"	"50631"	""	","	"0"	""	""	"3"
"30922"	"3"	"30468"	""	","	"0"	""	""	"1"
"30922"	"3"	"32839"	""	";"	"0"	""	""	"2"
"30922"	"3"	"32840"	""	","	"0"	""	""	"3"
"30922"	"3"	"32841"	""	";"	"0"	""	""	"4"
"30922"	"3"	"30833"	""	";"	"0"	""	""	"5"
"30922"	"28"	"30922"	"~"	","	"0"	""	""	"1"
"30923"	"3"	"28298"	""	","	"0"	""	""	"1"
"30924"	"3"	"29448"	""	","	"0"	""	""	"1"
"30924"	"159"	"40585"	""	","	"1"	""	""	"1"
"30926"	"4"	"31492"	""	","	"0"	""	""	"1"
"30926"	"3"	"43824"	""	","	"0"	""	""	"1"
"30927"	"3"	"31869"	""	","	"0"	""	""	"1"
"30927"	"3"	"38918"	""	","	"0"	""	""	"2"
"30928"	"23"	"32873"	""	","	"0"	""	""	"1"
"30928"	"69"	"26292"	""	","	"0"	""	""	"1"
"30929"	"3"	"40390"	""	","	"0"	""	""	"1"
"30929"	"3"	"55084"	""	","	"0"	""	""	"2"
"30930"	"3"	"38365"	""	","	"0"	""	""	"1"
"30931"	"3"	"48208"	""	","	"0"	""	""	"1"
"30931"	"3"	"26579"	""	","	"0"	""	""	"2"
"30931"	"3"	"48205"	""	","	"0"	""	""	"3"
"30931"	"3"	"45910"	""	";"	"0"	""	""	"4"
"30931"	"3"	"48210"	""	"<"	"0"	""	""	"5"
"30931"	"3"	"54228"	""	";"	"0"	""	""	"6"
"30931"	"126"	"40298"	""	","	"0"	""	"antépos"	"1"
"30931"	"126"	"35120"	""	","	"0"	""	"antépos"	"2"
"30931"	"126"	"42862"	""	","	"0"	""	"antépos"	"3"
"30931"	"126"	"38964"	""	","	"0"	""	"antépos"	"4"
"30931"	"126"	"48181"	""	","	"0"	""	"antépos"	"5"
"30931"	"126"	"48212"	""	","	"0"	""	"antépos"	"6"
"30931"	"138"	"42334"	""	","	"0"	""	""	"1"
"30931"	"138"	"41957"	""	","	"0"	""	"antépos"	"2"
"30931"	"168"	"43932"	""	","	"0"	"Loc-in N=$2"	""	"1"
"30931"	"175"	"26389"	""	","	"0"	""	""	"1"
"30931"	"175"	"48215"	""	","	"0"	""	""	"2"
"30931"	"175"	"38854"	""	","	"0"	""	""	"3"
"30931"	"175"	"38826"	""	","	"0"	""	""	"4"
"30931"	"175"	"38973"	""	","	"0"	""	""	"5"
"30931"	"175"	"38827"	""	","	"0"	""	""	"6"
"30931"	"175"	"38848"	""	","	"0"	""	""	"7"
"30931"	"175"	"41629"	""	","	"0"	""	""	"8"
"30932"	"2"	"48783"	""	","	"0"	""	""	"1"
"30933"	"3"	"30816"	""	","	"0"	""	""	"1"
"30934"	"3"	"30816"	""	","	"0"	""	""	"1"
"30935"	"3"	"50431"	""	","	"0"	""	""	"1"
"30936"	"3"	"30885"	""	","	"0"	""	""	"1"
"30937"	"3"	"32048"	""	","	"0"	""	""	"1"
"30937"	"5"	"49929"	""	","	"0"	""	""	"1"
"30938"	"20"	"32817"	""	","	"0"	""	""	"1"
"30938"	"168"	"39134"	""	","	"0"	"ART ~ "	""	"1"
"30939"	"8"	"26586"	""	","	"0"	""	""	"1"
"30940"	"3"	"47907"	""	","	"0"	""	""	"1"
"30941"	"3"	"30583"	""	","	"0"	""	""	"1"
"30942"	"3"	"26225"	""	","	"0"	""	""	"1"
"30943"	"346"	"29821"	""	","	"0"	""	""	"1"
"30944"	"13"	"38503"	""	","	"0"	""	""	"1"
"30945"	"3"	"49444"	""	","	"0"	""	""	"1"
"30946"	"3"	"40558"	""	","	"0"	""	""	"1"
"30947"	"3"	"41781"	""	","	"0"	""	""	"1"
"30948"	"20"	"28441"	""	","	"0"	""	""	"1"
"30948"	"168"	"39134"	""	","	"0"	"(ART) ~"	""	"1"
"30948"	"3"	"27052"	""	","	"0"	""	""	"1"
"30949"	"4"	"32266"	""	","	"0"	""	""	"1"
"30949"	"168"	"39134"	""	","	"0"	"~"	""	"1"
"30950"	"3"	"30612"	""	","	"0"	""	""	"1"
"30951"	"8"	"30842"	""	","	"0"	""	""	"1"
"30952"	"23"	"26953"	""	","	"0"	""	""	"1"
"30952"	"104"	"31990"	""	";"	"0"	"de ~"	""	"1"
"30952"	"104"	"31724"	""	"<"	"0"	"de ~ "	""	"2"
"30952"	"104"	"32946"	""	","	"0"	"par ART ~"	""	"3"
"30952"	"104"	"32947"	""	","	"0"	"par ART ~ "	""	"4"
"30952"	"109"	"32942"	""	","	"0"	""	""	"1"
"30952"	"161"	"32945"	""	","	"1"	""	""	"1"
"30952"	"611"	"32941"	""	","	"0"	""	""	"1"
"30952"	"3"	"28764"	""	","	"0"	""	""	"1"
"30952"	"3"	"26306"	""	";"	"0"	""	""	"2"
"30952"	"905"	"45253"	""	","	"0"	"sur N"	""	"1"
"30953"	"168"	"39134"	""	","	"0"	"ART ~"	""	"1"
"30953"	"168"	"46938"	""	","	"0"	"ART ~"	""	"2"
"30953"	"168"	"31179"	""	","	"0"	"ART ~"	""	"3"
"30953"	"168"	"28021"	""	","	"0"	"ART ~"	""	"4"
"30953"	"168"	"37957"	""	","	"0"	"ART ~"	""	"5"
"30953"	"168"	"44414"	""	","	"0"	"ART ~"	""	"6"
"30953"	"20"	"29454"	""	","	"0"	""	""	"1"
"30953"	"23"	"26967"	""	","	"0"	""	""	"1"
"30953"	"5"	"30989"	""	","	"0"	""	""	"1"
"30954"	"23"	"49331"	""	","	"0"	""	""	"1"
"30955"	"23"	"30403"	""	","	"0"	""	""	"1"
"30956"	"23"	"49977"	""	","	"0"	""	""	"1"
"30957"	"21"	"30973"	""	","	"0"	""	""	"1"
"30958"	"21"	"30974"	""	","	"0"	""	""	"1"
"30958"	"16"	"38338"	""	","	"0"	""	""	"1"
"30959"	"3"	"30950"	""	","	"0"	""	""	"1"
"30960"	"3"	"46087"	""	","	"0"	""	""	"1"
"30962"	"20"	"32401"	""	","	"0"	""	""	"1"
"30962"	"104"	"28445"	""	","	"0"	""	""	"1"
"30963"	"3"	"53032"	""	","	"0"	""	""	"1"
"30964"	"3"	"29100"	""	","	"0"	""	""	"1"
"30965"	"28"	"30977"	""	","	"0"	""	""	"1"
"30965"	"31"	"30978"	""	","	"1"	""	""	"1"
"30965"	"31"	"33513"	""	","	"1"	""	""	"2"
"30965"	"31"	"33509"	""	";"	"0"	"de ART ~"	""	"3"
"30965"	"31"	"32634"	""	","	"0"	"de ART ~"	""	"4"
"30965"	"40"	"29822"	""	","	"0"	"du ~"	""	"1"
"30965"	"5"	"28343"	""	","	"0"	""	""	"1"
"30965"	"5"	"30606"	""	","	"0"	""	""	"2"
"30965"	"3"	"30847"	""	","	"0"	""	""	"1"
"30965"	"4"	"32982"	""	","	"0"	""	""	"1"
"30965"	"4"	"26968"	""	","	"0"	""	""	"2"
"30965"	"63"	"28129"	""	","	"0"	"de ART ~"	""	"1"
"30965"	"63"	"39405"	""	","	"0"	"de ART ~"	""	"2"
"30965"	"62"	"26349"	""	","	"0"	"de ART ~"	""	"1"
"30965"	"126"	"39406"	""	","	"0"	""	"postpos"	"1"
"30965"	"126"	"39407"	""	","	"0"	""	"postpos"	"2"
"30965"	"126"	"27838"	""	"<"	"0"	""	"postpos"	"3"
"30965"	"126"	"26376"	""	","	"0"	""	"postpos"	"4"
"30965"	"126"	"39355"	""	","	"0"	""	"postpos"	"5"
"30965"	"126"	"39356"	""	","	"0"	""	"postpos"	"6"
"30965"	"126"	"28547"	""	","	"0"	""	"postpos"	"7"
"30965"	"126"	"39409"	""	";"	"0"	""	"postpos"	"8"
"30965"	"126"	"39358"	""	";"	"0"	""	"postpos"	"9"
"30965"	"126"	"39550"	""	";"	"0"	""	""	"10"
"30965"	"168"	"26181"	""	","	"0"	"ART ~"	""	"1"
"30965"	"168"	"26837"	""	","	"0"	"ART ~ "	""	"2"
"30965"	"168"	"39361"	""	","	"0"	"ART ~"	""	"3"
"30965"	"168"	"27458"	""	";"	"0"	"ART ~"	"préparé à l'avance"	"4"
"30965"	"526"	"28652"	""	","	"0"	""	""	"1"
"30965"	"527"	"44685"	""	","	"0"	""	""	"1"
"30965"	"179"	"39447"	""	","	"0"	"à ART ~"	""	"1"
"30965"	"325"	"39450"	""	","	"0"	"ART ~"	""	"1"
"30965"	"325"	"39451"	""	","	"0"	"ART ~"	""	"2"
"30965"	"325"	"39437"	""	","	"0"	"ART ~"	""	"3"
"30965"	"325"	"39452"	""	","	"0"	"ART ~"	""	"4"
"30965"	"529"	"28385"	""	","	"0"	"de ART ~"	""	"1"
"30965"	"529"	"28428"	""	","	"0"	"de ART ~"	""	"2"
"30965"	"341"	"32878"	""	","	"0"	"de ART ~"	""	"1"
"30965"	"341"	"32879"	""	","	"0"	"de ART ~"	""	"2"
"30965"	"276"	"39364"	""	","	"0"	"ART ~"	""	"1"
"30965"	"276"	"34741"	""	","	"0"	"sur ART ~"	""	"2"
"30965"	"277"	"39366"	""	","	"0"	"ART ~"	""	"1"
"30965"	"278"	"39370"	""	","	"0"	"ART ~"	""	"1"
"30965"	"278"	"39372"	""	","	"0"	"ART ~"	""	"2"
"30965"	"278"	"39376"	""	","	"0"	"ART ~"	""	"3"
"30965"	"278"	"29796"	""	";"	"0"	"ART ~"	""	"4"
"30965"	"497"	"39630"	""	","	"0"	"dans ART ~"	""	"1"
"30965"	"542"	"39626"	""	","	"0"	""	""	"1"
"30965"	"542"	"39629"	""	","	"0"	""	""	"2"
"30965"	"20"	"51458"	""	","	"0"	""	""	"1"
"30966"	"3"	"30849"	""	","	"0"	""	""	"1"
"30966"	"3"	"39461"	""	";"	"0"	""	""	"2"
"30966"	"13"	"28330"	""	","	"0"	""	""	"1"
"30966"	"520"	"30980"	""	","	"0"	""	""	"1"
"30967"	"3"	"30822"	""	","	"0"	""	""	"1"
"30967"	"3"	"34936"	""	","	"0"	""	""	"2"
"30967"	"20"	"26690"	""	","	"0"	""	""	"1"
"30968"	"3"	"52387"	""	","	"0"	""	""	"1"
"30968"	"3"	"54200"	""	","	"0"	""	""	"2"
"30969"	"4"	"27164"	""	","	"0"	""	""	"1"
"30969"	"3"	"54201"	""	","	"0"	""	""	"1"
