"source"	"lf"	"target"	"form"	"separator"	"merged"	"syntacticframe"	"constraint"	"position"
"44365"	"3"	"45388"	""	","	"0"	""	""	"2"
"44365"	"3"	"44608"	""	","	"0"	""	""	"3"
"44365"	"13"	"33831"	""	","	"0"	""	""	"1"
"44365"	"367"	"45096"	""	","	"1"	"N=$1"	""	"1"
"44365"	"126"	"45410"	""	","	"0"	""	""	"1"
"44365"	"126"	"45412"	""	","	"0"	""	""	"2"
"44366"	"3"	"49729"	""	","	"0"	""	""	"1"
"44367"	"21"	"46496"	""	","	"0"	""	""	"1"
"44369"	"37"	"42696"	""	","	"0"	""	""	"1"
"44373"	"20"	"43641"	""	","	"0"	""	""	"1"
"44374"	"367"	"47665"	""	","	"0"	"N=$1"	""	"1"
"44374"	"3"	"45381"	""	","	"0"	""	""	"1"
"44374"	"13"	"45386"	""	","	"0"	""	""	"1"
"44376"	"4"	"26708"	""	","	"0"	""	""	"1"
"44376"	"367"	"45235"	""	","	"0"	"N=$1"	""	"1"
"44376"	"37"	"45556"	""	","	"0"	""	""	"1"
"44376"	"37"	"33962"	""	","	"0"	""	""	"2"
"44376"	"37"	"30233"	""	","	"0"	""	""	"3"
"44376"	"37"	"33889"	""	","	"0"	""	""	"4"
"44376"	"37"	"39706"	""	","	"0"	""	""	"5"
"44376"	"37"	"29848"	""	","	"0"	""	""	"6"
"44377"	"20"	"28219"	""	","	"0"	""	""	"1"
"44380"	"3"	"40100"	""	","	"0"	""	""	"1"
"44381"	"399"	"50642"	""	","	"0"	""	""	"1"
"44382"	"9"	"27977"	""	","	"0"	""	""	"1"
"44382"	"5"	"47431"	""	","	"0"	""	""	"1"
"44382"	"126"	"47431"	""	","	"1"	""	""	"1"
"44382"	"104"	"51108"	""	","	"0"	""	""	"1"
"44382"	"3"	"49487"	""	","	"0"	""	""	"1"
"44384"	"3"	"45856"	""	","	"0"	""	""	"1"
"44384"	"3"	"45867"	""	","	"0"	""	""	"2"
"44385"	"10"	"44388"	""	","	"0"	""	""	"1"
"44386"	"20"	"28556"	""	","	"0"	""	""	"1"
"44386"	"20"	"53599"	""	","	"0"	""	""	"2"
"44387"	"10"	"32527"	""	","	"0"	""	""	"1"
"44388"	"10"	"44385"	""	","	"0"	""	""	"1"
"44389"	"3"	"44410"	""	","	"0"	""	""	"1"
"44390"	"52"	"28865"	""	","	"0"	""	""	"1"
"44390"	"3"	"52571"	""	","	"0"	""	""	"1"
"44390"	"3"	"44206"	""	","	"0"	""	""	"2"
"44390"	"21"	"52576"	""	","	"0"	""	""	"1"
"44391"	"3"	"50136"	""	","	"0"	""	""	"1"
"44392"	"13"	"49093"	""	","	"0"	""	""	"1"
"44395"	"399"	"42694"	""	","	"0"	""	""	"1"
"44396"	"2"	"42694"	""	","	"0"	""	""	"1"
"44396"	"2"	"44397"	""	","	"0"	""	""	"2"
"44397"	"2"	"42694"	""	","	"0"	""	""	"1"
"44397"	"2"	"44396"	""	","	"0"	""	""	"2"
"44398"	"3"	"42694"	""	","	"0"	""	""	"1"
"44400"	"3"	"30459"	""	","	"0"	""	""	"1"
"44401"	"3"	"30459"	""	","	"0"	""	""	"1"
"44402"	"3"	"30639"	""	","	"0"	""	""	"1"
"44403"	"3"	"43940"	""	","	"0"	""	""	"1"
"44404"	"3"	"42532"	""	","	"0"	""	""	"1"
"44405"	"23"	"31481"	""	","	"0"	""	""	"1"
"44406"	"4"	"33838"	""	","	"0"	""	""	"1"
"44407"	"13"	"44173"	""	","	"0"	""	""	"1"
"44407"	"13"	"44519"	""	","	"0"	""	""	"2"
"44407"	"845"	"44407"	"« ~ ! »"	","	"0"	""	""	"1"
"44407"	"852"	"42747"	""	","	"0"	"~"	""	"1"
"44407"	"853"	"47093"	""	","	"0"	"~ N=$1"	""	"1"
"44407"	"167"	"28341"	""	","	"0"	"~ N=$1"	""	"1"
"44407"	"710"	"42818"	""	","	"0"	"~"	""	"1"
"44410"	"13"	"42790"	""	","	"0"	""	""	"1"
"44410"	"3"	"44389"	""	","	"0"	""	""	"1"
"44411"	"3"	"51463"	""	","	"0"	""	""	"1"
"44412"	"682"	"33839"	""	","	"0"	""	""	"1"
"44412"	"20"	"26715"	""	","	"0"	""	""	"1"
"44415"	"3"	"45559"	""	","	"0"	""	""	"1"
"44415"	"104"	"44663"	""	","	"0"	""	""	"1"
"44416"	"752"	"33860"	""	","	"0"	""	"postpos"	"1"
"44416"	"5"	"37340"	""	","	"0"	""	""	"1"
"44417"	"21"	"33988"	""	","	"0"	""	""	"1"
"44420"	"52"	"29641"	""	","	"0"	""	""	"1"
"44421"	"422"	"37502"	""	","	"0"	""	""	"1"
"44422"	"104"	"44424"	""	","	"0"	""	""	"1"
"44422"	"387"	"45550"	""	","	"0"	""	""	"1"
"44422"	"28"	"44662"	""	","	"0"	""	""	"1"
"44422"	"338"	"38483"	""	","	"0"	""	""	"1"
"44422"	"338"	"38882"	""	","	"0"	""	""	"2"
"44422"	"56"	"45555"	"parents"	","	"0"	""	""	"1"
"44422"	"3"	"45558"	""	","	"0"	""	""	"1"
"44422"	"3"	"28590"	""	";"	"0"	""	""	"2"
"44423"	"23"	"32235"	""	","	"0"	""	""	"1"
"44424"	"3"	"32674"	""	","	"0"	""	""	"1"
"44424"	"3"	"33167"	""	";"	"0"	""	""	"2"
"44424"	"594"	"44422"	""	","	"0"	""	""	"1"
"44424"	"594"	"45550"	""	","	"0"	""	""	"2"
"44424"	"406"	"38483"	""	","	"0"	""	""	"1"
"44424"	"406"	"38882"	""	","	"0"	""	""	"2"
"44424"	"56"	"45555"	"parents"	","	"0"	""	""	"1"
"44425"	"23"	"31458"	""	","	"0"	""	""	"1"
"44425"	"30"	"26750"	""	","	"0"	""	""	"1"
"44425"	"30"	"31811"	""	","	"0"	""	""	"2"
"44426"	"52"	"28351"	""	","	"0"	""	""	"1"
"44429"	"37"	"47871"	""	","	"0"	""	""	"1"
"44429"	"23"	"53355"	""	","	"0"	""	""	"1"
"44430"	"20"	"34105"	""	","	"0"	""	""	"1"
"44430"	"40"	"29766"	""	","	"0"	""	""	"1"
"44430"	"228"	"28235"	""	","	"0"	"de la ~"	""	"1"
"44431"	"3"	"35848"	""	","	"0"	""	""	"1"
"44431"	"3"	"35854"	""	","	"0"	""	""	"2"
"44431"	"3"	"44443"	""	";"	"0"	""	""	"3"
"44431"	"3"	"30563"	""	","	"0"	""	""	"4"
"44431"	"126"	"27758"	"grosse"	","	"0"	""	"antépos"	"1"
"44432"	"23"	"31333"	""	","	"0"	""	""	"1"
"44433"	"23"	"40149"	""	","	"0"	""	""	"1"
"44435"	"4"	"39311"	""	","	"0"	""	""	"1"
"44436"	"3"	"26566"	""	","	"0"	""	""	"1"
"44437"	"37"	"27215"	""	","	"0"	""	""	"1"
"44438"	"3"	"50191"	""	","	"0"	""	""	"1"
"44439"	"3"	"27482"	""	","	"0"	""	""	"1"
"44439"	"3"	"29848"	""	","	"0"	""	""	"2"
"44439"	"3"	"33889"	""	","	"0"	""	""	"3"
"44439"	"3"	"27539"	""	","	"0"	""	""	"4"
"44439"	"3"	"43069"	""	";"	"0"	""	""	"5"
"44440"	"3"	"27993"	""	","	"0"	""	""	"1"
"44441"	"399"	"28859"	""	","	"0"	""	""	"1"
"44441"	"399"	"42389"	""	";"	"0"	""	""	"2"
"44442"	"3"	"28200"	""	","	"0"	""	""	"1"
"44443"	"3"	"30563"	""	","	"0"	""	""	"1"
"44443"	"3"	"44431"	""	","	"0"	""	""	"2"
"44445"	"3"	"41675"	""	","	"0"	""	""	"1"
"44446"	"3"	"44329"	""	","	"0"	""	""	"1"
"44446"	"3"	"31221"	""	";"	"0"	""	""	"2"
"44447"	"52"	"44210"	""	","	"0"	""	""	"1"
"44447"	"52"	"26742"	""	","	"0"	""	""	"2"
"44448"	"3"	"26933"	""	","	"0"	""	""	"1"
"44448"	"411"	"37707"	""	","	"0"	""	""	"1"
"44449"	"3"	"44448"	""	","	"0"	""	""	"1"
"44449"	"3"	"29114"	""	","	"0"	""	""	"2"
"44450"	"30"	"26808"	""	","	"0"	""	""	"1"
"44450"	"30"	"32039"	""	","	"0"	""	""	"2"
"44450"	"52"	"44210"	""	","	"0"	""	""	"1"
"44450"	"52"	"26742"	"cheveux"	","	"0"	""	""	"2"
"44451"	"2"	"48513"	""	","	"0"	""	""	"1"
"44451"	"3"	"48343"	""	","	"0"	""	""	"1"
"44452"	"37"	"27215"	""	","	"0"	""	""	"1"
"44452"	"37"	"30953"	""	";"	"0"	""	""	"2"
"44453"	"3"	"50060"	""	","	"0"	""	""	"1"
"44454"	"3"	"29539"	""	","	"0"	""	""	"1"
"44455"	"3"	"47181"	""	","	"0"	""	""	"1"
"44456"	"3"	"27974"	""	","	"0"	""	""	"1"
"44457"	"3"	"32134"	""	","	"0"	""	""	"1"
"44458"	"3"	"44556"	""	","	"0"	""	""	"1"
"44459"	"4"	"27898"	""	","	"0"	""	""	"1"
"44460"	"10"	"44461"	""	","	"0"	""	""	"1"
"44461"	"10"	"44460"	""	","	"0"	""	""	"1"
"44462"	"167"	"44140"	""	","	"0"	"N=$1 ~"	""	"1"
"44462"	"3"	"47064"	""	","	"0"	""	""	"1"
"44462"	"853"	"47116"	""	","	"0"	"N=$1 ~"	""	"1"
"44462"	"400"	"41447"	""	","	"0"	"~"	""	"1"
"44463"	"2"	"43794"	""	","	"0"	""	""	"1"
"44464"	"2"	"43801"	""	","	"0"	""	""	"1"
"44465"	"3"	"51929"	""	","	"0"	""	""	"1"
"44467"	"2"	"26493"	""	","	"0"	""	""	"1"
"44468"	"2"	"42600"	""	","	"0"	""	""	"1"
"44469"	"3"	"43863"	""	","	"0"	""	""	"1"
"44469"	"3"	"44906"	""	","	"0"	""	""	"2"
"44471"	"2"	"44472"	""	","	"0"	""	""	"1"
"44472"	"2"	"44471"	""	","	"0"	""	""	"1"
"44473"	"21"	"28519"	""	","	"0"	""	""	"1"
"44474"	"8"	"39794"	""	","	"0"	""	""	"1"
"44475"	"28"	"44233"	""	","	"0"	""	""	"1"
"44476"	"3"	"44846"	""	","	"0"	""	""	"1"
"44477"	"20"	"39631"	""	","	"0"	""	""	"1"
"44478"	"21"	"44480"	""	","	"0"	""	""	"1"
"44478"	"37"	"27257"	""	","	"0"	""	""	"1"
"44478"	"37"	"50632"	""	","	"0"	""	""	"2"
"44479"	"683"	"30045"	""	","	"0"	""	""	"1"
"44480"	"23"	"44478"	""	","	"0"	""	""	"1"
"44481"	"9"	"26495"	""	","	"0"	""	""	"1"
"44482"	"2"	"27257"	""	","	"0"	""	""	"1"
"44483"	"3"	"30563"	""	","	"0"	""	""	"1"
"44484"	"3"	"49613"	""	","	"0"	""	""	"1"
"44485"	"3"	"29536"	""	","	"0"	""	""	"1"
"44486"	"3"	"43800"	""	","	"0"	""	""	"1"
"44487"	"28"	"38741"	""	","	"0"	""	""	"1"
"44487"	"3"	"39657"	""	","	"0"	""	""	"1"
"44489"	"3"	"30563"	""	","	"0"	""	""	"1"
"44490"	"3"	"31035"	""	","	"0"	""	""	"1"
"44491"	"20"	"39631"	""	","	"0"	""	""	"1"
"44492"	"3"	"30563"	""	","	"0"	""	""	"1"
"44493"	"3"	"35035"	""	","	"0"	""	""	"1"
"44495"	"3"	"42600"	""	","	"0"	""	""	"1"
"44496"	"3"	"44495"	""	","	"0"	""	""	"1"
"44497"	"20"	"26307"	""	","	"0"	""	""	"1"
"44498"	"3"	"43949"	""	","	"0"	""	""	"1"
"44499"	"3"	"42600"	""	","	"0"	""	""	"1"
"44500"	"3"	"26480"	""	","	"0"	""	""	"1"
"44502"	"3"	"29712"	""	","	"0"	""	""	"1"
"44502"	"3"	"42600"	""	","	"0"	""	""	"2"
"44503"	"3"	"29712"	""	","	"0"	""	""	"1"
"44503"	"3"	"42600"	""	","	"0"	""	""	"2"
"44504"	"3"	"42600"	""	","	"0"	""	""	"1"
"44505"	"30"	"28626"	""	","	"0"	""	""	"1"
"44510"	"3"	"33107"	""	","	"0"	""	""	"1"
"44510"	"18"	"44512"	""	","	"0"	""	""	"1"
"44511"	"5"	"40346"	""	","	"0"	""	""	"1"
"44511"	"5"	"40345"	""	","	"0"	""	""	"2"
"44512"	"3"	"28759"	""	","	"0"	""	""	"1"
"44512"	"16"	"44510"	""	","	"0"	""	""	"1"
"44513"	"28"	"38328"	""	","	"0"	""	""	"1"
"44513"	"10"	"40821"	""	","	"0"	""	""	"1"
"44513"	"3"	"47154"	""	","	"0"	""	""	"1"
"44514"	"20"	"28626"	""	","	"0"	""	""	"1"
"44517"	"10"	"32843"	""	","	"0"	""	""	"1"
"44518"	"3"	"43853"	""	","	"0"	""	""	"1"
"44519"	"13"	"44407"	""	","	"0"	""	""	"1"
"44519"	"8"	"44173"	""	","	"0"	""	""	"1"
"44519"	"400"	"41447"	""	","	"0"	"~"	""	"1"
"44519"	"710"	"47172"	""	","	"1"	""	""	"1"
"44519"	"710"	"47173"	""	","	"1"	""	""	"2"
"44519"	"710"	"42818"	""	","	"0"	"~"	""	"3"
"44519"	"845"	"44519"	"« ~ ! »"	","	"0"	""	""	"1"
"44519"	"844"	"45374"	""	","	"0"	"~"	""	"1"
"44519"	"852"	"42747"	""	","	"0"	"~"	""	"1"
"44519"	"855"	"45066"	""	","	"0"	""	""	"1"
"44520"	"3"	"41072"	""	","	"0"	""	""	"1"
"44521"	"3"	"28217"	""	","	"0"	""	""	"1"
"44521"	"10"	"45170"	""	","	"0"	""	""	"1"
"44522"	"4"	"42389"	""	","	"0"	""	""	"1"
"44523"	"4"	"28859"	""	","	"0"	""	""	"1"
"44524"	"37"	"29600"	""	","	"0"	""	""	"1"
"44525"	"3"	"47520"	""	","	"0"	""	""	"1"
"44525"	"3"	"44810"	""	","	"0"	""	""	"2"
"44526"	"3"	"54250"	""	","	"0"	""	""	"1"
"44527"	"3"	"44820"	""	","	"0"	""	""	"1"
"44527"	"3"	"44682"	""	","	"0"	""	""	"2"
"44527"	"288"	"47280"	""	","	"0"	""	""	"1"
"44527"	"308"	"47344"	""	","	"0"	"N=@"	""	"1"
"44528"	"3"	"47417"	""	","	"0"	""	""	"1"
"44528"	"3"	"47420"	""	";"	"0"	""	""	"2"
"44529"	"10"	"40820"	""	","	"0"	""	""	"1"
"44530"	"31"	"38773"	""	","	"0"	""	""	"1"
"44530"	"31"	"27561"	""	","	"0"	""	""	"2"
"44530"	"31"	"29265"	""	","	"0"	""	""	"3"
"44531"	"4"	"42717"	""	","	"0"	""	""	"1"
"44532"	"21"	"29798"	""	","	"0"	""	""	"1"
"44533"	"2"	"35228"	""	","	"0"	""	""	"1"
"44535"	"3"	"50775"	""	","	"0"	""	""	"1"
"44536"	"3"	"36266"	""	","	"0"	""	""	"1"
"44540"	"2"	"36785"	""	","	"0"	""	""	"1"
"44540"	"2"	"44902"	""	","	"0"	""	""	"2"
"44541"	"5"	"27257"	""	","	"0"	""	""	"1"
"44542"	"31"	"27257"	""	","	"0"	""	""	"1"
"44543"	"3"	"53871"	""	","	"0"	""	""	"1"
"44545"	"4"	"28859"	""	","	"0"	""	""	"1"
"44546"	"12"	"29798"	""	","	"0"	""	""	"1"
"44550"	"3"	"47977"	""	","	"0"	""	""	"1"
"44551"	"3"	"44936"	""	","	"0"	""	""	"1"
"44552"	"4"	"28834"	""	","	"0"	""	""	"1"
"44552"	"3"	"44553"	""	","	"0"	""	""	"1"
"44553"	"4"	"28834"	""	","	"0"	""	""	"1"
"44553"	"3"	"44552"	""	","	"0"	""	""	"1"
"44556"	"3"	"44458"	""	","	"0"	""	""	"1"
"44557"	"3"	"40198"	""	","	"0"	""	""	"1"
"44558"	"69"	"49292"	""	","	"0"	""	""	"1"
"44559"	"4"	"27217"	""	","	"0"	""	""	"1"
"44560"	"37"	"27215"	""	","	"0"	""	""	"1"
"44561"	"4"	"39529"	""	","	"0"	""	""	"1"
"44563"	"3"	"45868"	""	","	"0"	""	""	"1"
"44565"	"3"	"49248"	""	","	"0"	""	""	"1"
"44565"	"3"	"43347"	""	";"	"0"	""	""	"2"
"44568"	"3"	"38821"	""	","	"0"	""	""	"1"
"44569"	"37"	"28519"	"nuages"	","	"0"	""	""	"1"
"44570"	"3"	"27507"	""	","	"0"	""	""	"1"
"44571"	"23"	"54590"	""	","	"0"	""	""	"1"
"44572"	"3"	"34171"	""	","	"0"	""	""	"1"
"44573"	"4"	"26297"	""	","	"0"	""	""	"1"
"44573"	"3"	"55097"	""	","	"0"	""	""	"1"
"44573"	"3"	"44622"	""	";"	"0"	""	""	"2"
"44574"	"8"	"33838"	""	","	"0"	""	""	"1"
"44574"	"2"	"44576"	""	","	"0"	""	""	"1"
"44576"	"2"	"44574"	""	","	"0"	""	""	"1"
"44578"	"3"	"50168"	""	","	"0"	""	""	"1"
"44580"	"3"	"47983"	""	","	"0"	""	""	"1"
"44581"	"31"	"36613"	""	","	"0"	""	""	"1"
"44585"	"10"	"44538"	""	","	"0"	""	""	"1"
"44586"	"3"	"43836"	""	","	"0"	""	""	"1"
"44586"	"3"	"39160"	""	","	"0"	""	""	"2"
"44588"	"2"	"45126"	""	","	"0"	""	""	"1"
"44588"	"3"	"39034"	""	","	"0"	""	""	"1"
"44588"	"13"	"45636"	""	","	"0"	""	""	"1"
"44589"	"3"	"29179"	""	","	"0"	""	""	"1"
"44590"	"3"	"35726"	""	","	"0"	""	""	"1"
"44591"	"3"	"35726"	""	","	"0"	""	""	"1"
"44592"	"3"	"27974"	""	","	"0"	""	""	"1"
"44593"	"29"	"45474"	""	","	"0"	""	""	"1"
"44594"	"3"	"27021"	""	","	"0"	""	""	"1"
"44595"	"3"	"32911"	""	","	"0"	""	""	"1"
"44595"	"8"	"26367"	""	","	"0"	""	""	"1"
"44595"	"52"	"28146"	""	","	"0"	""	""	"1"
"44595"	"16"	"32815"	""	","	"0"	""	""	"1"
"44595"	"367"	"44600"	""	","	"0"	"N=$2"	""	"1"
"44596"	"3"	"40484"	""	","	"0"	""	""	"1"
"44596"	"3"	"43024"	""	","	"0"	""	""	"2"
"44596"	"3"	"48221"	""	","	"0"	""	""	"3"
"44598"	"3"	"28217"	""	","	"0"	""	""	"1"
"44600"	"3"	"26925"	""	","	"0"	""	""	"1"
"44600"	"412"	"45465"	""	","	"0"	""	""	"1"
"44600"	"330"	"44238"	""	","	"0"	""	""	"1"
"44600"	"8"	"30146"	""	","	"0"	""	""	"1"
"44601"	"3"	"28706"	""	","	"0"	""	""	"1"
"44601"	"3"	"44627"	""	","	"0"	""	""	"2"
"44601"	"4"	"27175"	""	","	"0"	""	""	"1"
"44601"	"4"	"48457"	""	","	"0"	""	""	"2"
"44602"	"3"	"28217"	""	","	"0"	""	""	"1"
"44607"	"3"	"28217"	""	","	"0"	""	""	"1"
"44608"	"3"	"26394"	""	","	"0"	""	""	"1"
"44609"	"3"	"53322"	""	","	"0"	""	""	"1"
"44610"	"13"	"26297"	""	","	"0"	""	""	"1"
"44611"	"3"	"29173"	""	","	"0"	""	""	"1"
"44612"	"3"	"47344"	""	","	"0"	""	""	"1"
"44613"	"3"	"40463"	""	","	"0"	""	""	"1"
"44614"	"158"	"43794"	""	","	"0"	""	""	"1"
"44614"	"160"	"43852"	""	","	"0"	""	""	"1"
"44614"	"3"	"49782"	""	","	"0"	""	""	"1"
"44616"	"3"	"26297"	""	","	"0"	""	""	"1"
"44616"	"23"	"26372"	""	","	"0"	""	""	"1"
"44617"	"3"	"26297"	""	","	"0"	""	""	"1"
"44618"	"3"	"26297"	""	","	"0"	""	""	"1"
"44618"	"3"	"37699"	""	","	"0"	""	""	"2"
"44619"	"3"	"45176"	""	","	"0"	""	""	"1"
"44619"	"3"	"44686"	""	","	"0"	""	""	"2"
"44620"	"3"	"42642"	""	","	"0"	""	""	"1"
"44621"	"5"	"47432"	""	","	"0"	""	""	"1"
"44621"	"10"	"47433"	""	","	"0"	""	""	"1"
"44621"	"126"	"47432"	""	","	"1"	""	""	"1"
"44621"	"3"	"53732"	""	","	"0"	""	""	"1"
"44622"	"4"	"26297"	""	","	"0"	""	""	"1"
"44622"	"3"	"44573"	""	","	"0"	""	""	"1"
"44623"	"12"	"42643"	""	","	"0"	""	""	"1"
"44623"	"13"	"42642"	""	","	"0"	""	""	"1"
"44624"	"3"	"35726"	""	","	"0"	""	""	"1"
"44624"	"3"	"44943"	""	","	"0"	""	""	"2"
"44625"	"339"	"27865"	""	","	"0"	""	""	"1"
"44625"	"3"	"42643"	""	","	"0"	""	""	"1"
"44625"	"28"	"36171"	""	","	"0"	""	""	"1"
"44626"	"3"	"53328"	""	","	"0"	""	""	"1"
"44627"	"3"	"30057"	""	","	"0"	""	""	"1"
"44627"	"21"	"52409"	""	","	"0"	""	""	"1"
"44629"	"20"	"28817"	""	","	"0"	""	""	"1"
"44630"	"8"	"44631"	""	","	"0"	""	""	"1"
"44630"	"8"	"44633"	""	","	"0"	""	""	"2"
"44630"	"8"	"44632"	""	","	"0"	""	""	"3"
"44632"	"20"	"42183"	""	","	"0"	""	""	"1"
"44633"	"8"	"44632"	""	","	"0"	""	""	"1"
"44633"	"16"	"44631"	""	","	"0"	""	""	"1"
"44633"	"16"	"44630"	""	","	"0"	""	""	"2"
"44633"	"20"	"42183"	""	","	"0"	""	""	"1"
"44634"	"31"	"29870"	""	","	"0"	""	""	"1"
"44638"	"3"	"28117"	""	","	"0"	""	""	"1"
"44641"	"30"	"28295"	""	","	"0"	""	""	"1"
"44641"	"30"	"34213"	""	","	"0"	""	""	"2"
"44641"	"30"	"26750"	""	";"	"0"	""	""	"3"
"44641"	"30"	"31811"	""	","	"0"	""	""	"4"
"44642"	"3"	"27133"	""	","	"0"	""	""	"1"
"44643"	"3"	"27145"	""	","	"0"	""	""	"1"
"44643"	"3"	"48271"	""	","	"0"	""	""	"2"
"44643"	"367"	"44099"	""	","	"0"	"N=$1"	""	"1"
"44643"	"367"	"45087"	""	","	"0"	"N=$1"	""	"2"
"44643"	"367"	"44644"	""	","	"0"	"N=$1"	""	"3"
"44643"	"367"	"43504"	""	","	"0"	"N=$1"	""	"4"
"44643"	"12"	"43505"	""	","	"0"	""	""	"1"
"44643"	"12"	"33922"	""	","	"0"	""	""	"2"
"44644"	"3"	"45087"	""	","	"0"	""	""	"1"
"44645"	"37"	"28519"	""	","	"0"	""	""	"1"
"44646"	"387"	"44648"	""	","	"0"	""	""	"1"
"44647"	"387"	"44649"	""	","	"0"	""	""	"1"
"44647"	"3"	"35911"	""	","	"0"	""	""	"1"
"44648"	"683"	"44646"	""	","	"0"	""	""	"1"
"44649"	"683"	"44647"	""	","	"0"	""	""	"1"
"44649"	"3"	"35916"	""	","	"0"	""	""	"1"
"44650"	"21"	"46250"	""	","	"0"	""	""	"1"
"44651"	"4"	"27620"	""	","	"0"	""	""	"1"
"44657"	"3"	"26993"	""	","	"0"	""	""	"1"
"44658"	"4"	"27205"	""	","	"0"	""	""	"1"
"44661"	"3"	"38349"	""	","	"0"	""	""	"1"
"44661"	"3"	"38347"	""	","	"0"	""	""	"2"
"44662"	"21"	"28590"	""	","	"0"	""	""	"1"
"44662"	"21"	"44422"	""	","	"0"	""	""	"2"
"44663"	"594"	"44415"	""	","	"0"	""	""	"1"
"44663"	"3"	"40195"	""	","	"0"	""	""	"1"
"44663"	"3"	"40396"	""	";"	"0"	""	""	"2"
"44664"	"3"	"40405"	""	","	"0"	""	""	"1"
"44664"	"3"	"40196"	""	";"	"0"	""	""	"2"
"44665"	"13"	"43193"	""	","	"0"	""	""	"1"
"44666"	"3"	"48973"	""	","	"0"	""	""	"1"
"44666"	"366"	"49731"	""	","	"0"	""	""	"1"
"44667"	"366"	"49732"	""	","	"0"	""	""	"1"
"44671"	"13"	"42424"	""	","	"0"	""	""	"1"
"44672"	"3"	"31878"	""	","	"0"	""	""	"1"
"44672"	"3"	"38063"	""	";"	"0"	""	""	"2"
"44673"	"28"	"38347"	""	","	"0"	""	""	"1"
"44673"	"10"	"44715"	""	","	"0"	""	""	"1"
"44682"	"3"	"44820"	""	","	"0"	""	""	"1"
"44682"	"3"	"44527"	""	","	"0"	""	""	"2"
"44683"	"3"	"47421"	""	","	"0"	""	""	"1"
"44683"	"3"	"47424"	""	","	"0"	""	""	"2"
"44684"	"3"	"34567"	""	","	"0"	""	""	"1"
"44684"	"3"	"27758"	""	","	"0"	""	""	"2"
"44686"	"23"	"44730"	""	","	"0"	""	""	"1"
"44686"	"13"	"42639"	""	","	"0"	""	""	"1"
"44686"	"501"	"43764"	""	","	"0"	"ART ~"	""	"1"
"44686"	"501"	"38898"	""	","	"0"	"ART ~"	""	"2"
"44686"	"170"	"43932"	""	","	"0"	"ART ~ avec N=$2"	""	"1"
"44686"	"170"	"43764"	""	","	"0"	"ART ~ avec N=$2"	""	"2"
"44686"	"170"	"38898"	""	","	"0"	"ART ~ avec N=$2"	""	"3"
"44686"	"170"	"46097"	""	","	"1"	"N=$2"	""	"4"
"44686"	"339"	"42679"	""	","	"0"	""	""	"1"
"44686"	"138"	"40666"	"lointaine"	","	"0"	""	""	"1"
"44686"	"138"	"42334"	"légère"	","	"0"	""	""	"2"
"44686"	"138"	"29769"	""	","	"0"	""	""	"3"
"44686"	"138"	"46093"	""	","	"0"	""	"antepos"	"4"
"44686"	"3"	"44619"	""	","	"0"	""	""	"1"
"44686"	"3"	"39472"	""	","	"0"	""	""	"2"
"44686"	"3"	"42643"	""	";"	"0"	""	""	"3"
"44686"	"126"	"29420"	"singulière"	","	"0"	""	""	"1"
"44686"	"126"	"27447"	"évidente"	","	"0"	""	""	"2"
"44686"	"126"	"35726"	"frappante"	"<"	"0"	""	""	"3"
"44686"	"126"	"44591"	"forte"	","	"0"	""	""	"4"
"44686"	"126"	"44943"	"marquée"	","	"0"	""	"postpos"	"5"
"44686"	"126"	"44592"	"profonde"	","	"0"	""	""	"6"
"44686"	"126"	"46095"	""	"<"	"0"	""	""	"7"
"44686"	"126"	"27915"	""	","	"0"	""	""	"8"
"44686"	"126"	"43896"	"folle"	","	"0"	""	""	"9"
"44686"	"126"	"46096"	""	","	"0"	""	""	"10"
"44686"	"126"	"28652"	"parfaite"	"<"	"0"	""	""	"11"
"44686"	"126"	"28884"	"tout le portrait"	","	"1"	"de N=$2"	""	"12"
"44686"	"689"	"30018"	""	","	"0"	""	""	"1"
"44686"	"34"	"40316"	"sosies"	","	"0"	""	""	"1"
"44686"	"34"	"40315"	"clones"	","	"0"	""	""	"2"
"44686"	"34"	"39964"	"jumeaux"	";"	"0"	""	""	"3"
"44686"	"34"	"37271"	"doubles"	","	"0"	""	""	"4"
"44686"	"215"	"27463"	""	","	"0"	"entre N=$1 et N=$2"	""	"1"
"44688"	"3"	"44687"	""	","	"0"	""	""	"1"
"44688"	"3"	"28484"	""	";"	"0"	""	""	"2"
"44688"	"17"	"44702"	""	","	"0"	""	""	"1"
"44690"	"3"	"28484"	""	","	"0"	""	""	"1"
"44690"	"17"	"44703"	""	","	"0"	""	""	"1"
"44691"	"348"	"44686"	""	","	"0"	""	""	"1"
"44691"	"348"	"42642"	""	";"	"0"	""	""	"2"
"44691"	"126"	"46636"	""	","	"0"	""	""	"1"
"44691"	"126"	"46674"	""	","	"0"	""	""	"2"
"44691"	"126"	"46687"	""	"<"	"0"	""	""	"3"
"44691"	"126"	"46719"	""	","	"0"	""	""	"4"
"44693"	"3"	"26643"	""	","	"0"	"N"	""	"1"
"44693"	"3"	"26918"	""	","	"0"	"à N"	""	"2"
"44693"	"13"	"26918"	"ne pas correspondre"	","	"0"	""	""	"1"
"44693"	"104"	"42679"	""	","	"0"	""	""	"1"
"44693"	"126"	"46674"	""	","	"0"	""	""	"1"
"44694"	"3"	"51111"	""	","	"0"	""	""	"1"
"44694"	"3"	"28239"	""	","	"0"	""	""	"2"
